Shipment_ID,Shipment_Date,Vendor_ID,Vendor_Rating,Origin,Destination,Distance_km,Weight_tons,Weather_Condition,Traffic_Density,Vehicle_Type,Actual_Delay_Days,CO2_Emission_kg
SHP-00428,2025-11-12,VEND-001,4.2,Samsun,Kocaeli,662.5,2.65,Normal,Medium,Electric Semi,0,65.34
SHP-00429,2025-11-13,VEND-017,3.3,Sakarya,Bursa,154.9,22.33,Rain,Medium,Diesel Truck,0,486.65
SHP-00430,2025-11-13,VEND-003,4.5,Trabzon,Istanbul,1094.1,20.21,Rain,Medium,Diesel Truck,0,2887.04
SHP-00431,2025-11-13,VEND-008,4.1,Malatya,Istanbul,1103.3,22.16,Snow,Medium,Diesel Truck,0,3588.42
SHP-00432,2025-11-13,VEND-021,4.1,Kayseri,Ankara,331.7,16.61,Rain,Medium,Diesel Truck,0,781.5
SHP-00433,2025-11-14,VEND-007,4.2,Denizli,Bursa,324.2,8.74,Snow,Low,Hybrid Van,0,250.58
SHP-00434,2025-11-14,VEND-020,3.8,Mersin,Eskisehir,613.6,22.75,Normal,Low,Electric Semi,0,488.36
SHP-00435,2025-11-14,VEND-012,4.8,Malatya,Gaziantep,200.2,8.17,Storm,Medium,Hybrid Van,0,154.49
SHP-00436,2025-11-14,VEND-006,4.7,Izmir,Ankara,681.9,7.61,Normal,Medium,Electric Semi,0,182.58
SHP-00437,2025-11-14,VEND-009,2.0,Gaziantep,Istanbul,1009.1,22.27,Rain,High,Electric Semi,0,861.53
SHP-00438,2025-11-14,VEND-014,4.3,Ankara,Samsun,421.6,17.34,Normal,Low,Diesel Truck,0,887.18
SHP-00439,2025-11-15,VEND-020,3.8,Eskisehir,Diyarbakir,1112.8,22.5,Snow,Low,Diesel Truck,2,3444.78
SHP-00440,2025-11-15,VEND-016,2.3,Antalya,Adana,490.0,4.74,Snow,High,Hybrid Van,1,216.19
SHP-00441,2025-11-15,VEND-024,4.4,Konya,Ankara,279.8,23.86,Normal,Low,Hybrid Van,0,523.5
SHP-00442,2025-11-15,VEND-022,2.7,Diyarbakir,Antalya,1048.8,15.71,Rain,High,Diesel Truck,0,2460.36
SHP-00443,2025-11-16,VEND-019,4.5,Adana,Samsun,628.4,17.03,Rain,Low,Hybrid Van,2,874.63
SHP-00444,2025-11-16,VEND-016,2.4,Izmir,Antalya,447.7,22.94,Normal,Medium,Hybrid Van,0,821.73
SHP-00445,2025-11-16,VEND-008,4.3,Istanbul,Van,1600.7,10.14,Rain,Medium,Diesel Truck,0,2442.06
SHP-00446,2025-11-17,VEND-011,3.0,Antalya,Sakarya,552.9,18.27,Rain,Low,Electric Semi,0,365.3
SHP-00447,2025-11-17,VEND-003,4.7,Erzurum,Konya,1024.0,16.37,Rain,Low,Electric Semi,0,586.16
SHP-00448,2025-11-17,VEND-010,3.1,Samsun,Van,844.2,19.91,Normal,Low,Diesel Truck,0,2148.97
SHP-00449,2025-11-17,VEND-024,4.7,Van,Konya,1194.3,22.53,Snow,Low,Diesel Truck,0,3697.04
SHP-00450,2025-11-18,VEND-011,3.1,Antalya,Izmir,455.7,17.32,Normal,Low,Diesel Truck,1,1028.62
SHP-00451,2025-11-18,VEND-003,4.8,Adana,Erzurum,744.6,2.62,Rain,High,Hybrid Van,0,188.44
SHP-00452,2025-11-19,VEND-017,3.2,Bursa,Van,1610.7,5.4,Normal,Low,Diesel Truck,1,1136.0
SHP-00453,2025-11-19,VEND-025,4.1,Adana,Gaziantep,217.8,23.9,Normal,Medium,Electric Semi,0,201.67
SHP-00454,2025-11-19,VEND-022,2.9,Kocaeli,Trabzon,996.4,24.25,Normal,Low,Diesel Truck,0,3108.3
SHP-00455,2025-11-19,VEND-007,4.0,Diyarbakir,Bursa,1284.1,24.22,Normal,High,Diesel Truck,0,4513.24
SHP-00456,2025-11-19,VEND-012,4.5,Adana,Denizli,685.3,1.88,Rain,High,Electric Semi,0,54.41
SHP-00457,2025-11-19,VEND-014,4.3,Sakarya,Denizli,421.5,10.18,Rain,High,Diesel Truck,0,664.05
SHP-00458,2025-11-20,VEND-007,4.3,Trabzon,Eskisehir,957.1,19.23,Rain,High,Diesel Truck,0,2826.99
SHP-00459,2025-11-20,VEND-007,4.2,Gaziantep,Kocaeli,957.2,19.07,Rain,Low,Diesel Truck,1,2432.41
SHP-00460,2025-11-20,VEND-006,4.8,Erzurum,Denizli,1396.7,3.06,Normal,Medium,Diesel Truck,0,586.06
SHP-00461,2025-11-20,VEND-025,4.1,Mersin,Kocaeli,717.4,15.63,Normal,Low,Diesel Truck,0,1356.66
SHP-00462,2025-11-20,VEND-019,4.3,Bursa,Diyarbakir,1188.2,4.43,Rain,High,Diesel Truck,0,779.75
SHP-00463,2025-11-20,VEND-022,2.6,Van,Bursa,1550.2,12.84,Rain,Medium,Diesel Truck,3,2871.42
SHP-00464,2025-11-20,VEND-021,4.5,Erzurum,Kayseri,671.6,6.75,Rain,Medium,Electric Semi,0,176.19
SHP-00465,2025-11-20,VEND-024,4.6,Istanbul,Mersin,826.8,2.28,Normal,High,Diesel Truck,0,277.65
SHP-00466,2025-11-20,VEND-003,4.6,Erzurum,Samsun,581.4,2.92,Storm,High,Hybrid Van,0,174.57
SHP-00467,2025-11-21,VEND-023,4.8,Erzurum,Izmir,1594.5,22.86,Normal,High,Diesel Truck,1,5161.04
SHP-00468,2025-11-21,VEND-002,3.0,Diyarbakir,Konya,832.5,18.87,Rain,Low,Hybrid Van,0,1270.67
SHP-00469,2025-11-21,VEND-012,4.6,Gaziantep,Van,709.7,23.36,Normal,Low,Electric Semi,0,573.58
SHP-00470,2025-11-21,VEND-015,2.7,Trabzon,Ankara,754.1,12.28,Rain,Low,Diesel Truck,1,1206.17
SHP-00471,2025-11-21,VEND-009,1.7,Samsun,Denizli,917.3,10.92,Normal,Medium,Hybrid Van,1,853.21
SHP-00472,2025-11-22,VEND-004,3.6,Trabzon,Denizli,1216.0,9.6,Rain,Medium,Hybrid Van,1,1013.36
SHP-00473,2025-11-22,VEND-005,1.5,Trabzon,Kayseri,567.9,15.79,Normal,Low,Electric Semi,1,321.12
SHP-00474,2025-11-22,VEND-021,4.0,Trabzon,Istanbul,1158.8,9.44,Rain,High,Diesel Truck,2,1600.14
SHP-00475,2025-11-22,VEND-008,4.5,Samsun,Istanbul,789.8,18.91,Normal,Low,Diesel Truck,0,1946.17
SHP-00476,2025-11-22,VEND-008,4.3,Denizli,Gaziantep,965.9,20.23,Rain,Medium,Diesel Truck,0,2551.26
SHP-00477,2025-11-22,VEND-024,4.8,Samsun,Ankara,411.1,22.02,Normal,High,Electric Semi,0,354.12
SHP-00478,2025-11-22,VEND-004,4.0,Istanbul,Izmir,422.8,6.83,Normal,Medium,Electric Semi,0,106.99
SHP-00479,2025-11-22,VEND-023,5.0,Istanbul,Antalya,622.9,13.65,Rain,Medium,Diesel Truck,0,1153.23
SHP-00480,2025-11-22,VEND-024,4.5,Van,Bursa,1510.7,6.36,Normal,Low,Diesel Truck,0,1253.1
SHP-00481,2025-11-23,VEND-015,3.2,Erzurum,Sakarya,1106.2,1.9,Normal,Low,Diesel Truck,0,279.06
SHP-00482,2025-11-23,VEND-005,1.9,Kocaeli,Denizli,421.4,17.99,Storm,Medium,Diesel Truck,3,1175.0
SHP-00483,2025-11-24,VEND-004,3.8,Bursa,Istanbul,118.4,14.18,Storm,Medium,Diesel Truck,0,246.04
SHP-00484,2025-11-24,VEND-008,4.4,Sakarya,Kocaeli,45.3,18.37,Storm,Low,Hybrid Van,0,76.98
SHP-00485,2025-11-24,VEND-015,3.2,Izmir,Bursa,327.6,3.1,Normal,High,Diesel Truck,0,148.98
SHP-00486,2025-11-24,VEND-004,3.8,Adana,Kayseri,229.3,24.89,Rain,Medium,Diesel Truck,0,789.9
SHP-00487,2025-11-24,VEND-012,4.5,Konya,Istanbul,567.5,24.86,Storm,High,Diesel Truck,3,2206.52
SHP-00488,2025-11-24,VEND-003,4.3,Istanbul,Izmir,414.9,12.16,Normal,Medium,Hybrid Van,0,421.23
SHP-00489,2025-11-25,VEND-014,4.4,Diyarbakir,Izmir,1379.1,21.79,Storm,High,Diesel Truck,0,4649.68
SHP-00490,2025-11-25,VEND-001,4.2,Samsun,Mersin,674.5,6.85,Normal,Low,Electric Semi,0,164.84
SHP-00491,2025-11-25,VEND-018,1.6,Konya,Kayseri,337.4,18.7,Snow,Low,Hybrid Van,1,531.29
SHP-00492,2025-11-25,VEND-002,3.0,Samsun,Konya,655.0,22.1,Rain,High,Hybrid Van,2,1351.51
SHP-00493,2025-11-25,VEND-005,1.9,Istanbul,Trabzon,1093.9,20.55,Rain,High,Electric Semi,2,884.94
SHP-00494,2025-11-25,VEND-005,1.9,Mersin,Eskisehir,640.3,20.48,Rain,Medium,Electric Semi,0,491.81
SHP-00495,2025-11-25,VEND-021,4.4,Samsun,Eskisehir,655.3,12.11,Normal,Low,Diesel Truck,0,1050.91
SHP-00496,2025-11-26,VEND-002,3.2,Konya,Trabzon,853.3,20.68,Normal,Low,Diesel Truck,0,2317.69
SHP-00497,2025-11-26,VEND-011,2.6,Diyarbakir,Samsun,601.8,17.58,Storm,High,Diesel Truck,3,1675.19
SHP-00498,2025-11-26,VEND-015,3.4,Antalya,Samsun,823.3,4.18,Rain,High,Hybrid Van,1,319.47
SHP-00499,2025-11-26,VEND-013,3.7,Izmir,Gaziantep,1150.7,3.74,Rain,Low,Diesel Truck,0,592.72
SHP-00500,2025-11-26,VEND-018,1.9,Samsun,Kayseri,378.3,19.53,Normal,Low,Diesel Truck,0,959.01
SHP-00501,2025-11-26,VEND-021,4.2,Malatya,Istanbul,1053.4,16.01,Rain,Medium,Diesel Truck,1,2281.54
SHP-00502,2025-11-26,VEND-010,3.0,Adana,Van,904.4,13.47,Normal,Medium,Electric Semi,0,425.94
SHP-00503,2025-11-27,VEND-021,3.9,Istanbul,Mersin,853.0,22.77,Normal,Medium,Electric Semi,2,673.04
SHP-00504,2025-11-27,VEND-008,4.3,Van,Eskisehir,1401.4,16.83,Snow,Medium,Diesel Truck,0,3568.13
SHP-00505,2025-11-28,VEND-025,4.0,Mersin,Van,1007.9,10.51,Rain,High,Diesel Truck,0,1465.14
SHP-00506,2025-11-29,VEND-013,3.9,Bursa,Samsun,778.3,10.93,Rain,Low,Diesel Truck,0,1188.39
SHP-00507,2025-11-29,VEND-019,4.6,Trabzon,Malatya,406.5,15.53,Snow,Medium,Electric Semi,0,239.19
SHP-00508,2025-11-29,VEND-022,2.6,Konya,Samsun,660.5,19.25,Normal,Medium,Diesel Truck,0,1788.82
SHP-00509,2025-11-29,VEND-020,3.7,Erzurum,Izmir,1512.0,14.54,Snow,Medium,Diesel Truck,0,2950.69
SHP-00510,2025-11-29,VEND-022,2.6,Gaziantep,Istanbul,1007.0,13.21,Rain,High,Electric Semi,0,525.48
SHP-00511,2025-11-29,VEND-014,4.3,Kocaeli,Izmir,426.8,18.45,Rain,Medium,Diesel Truck,0,1153.34
SHP-00512,2025-11-29,VEND-002,3.1,Samsun,Erzurum,558.9,17.93,Normal,Medium,Hybrid Van,0,855.84
SHP-00513,2025-11-29,VEND-013,3.8,Antalya,Samsun,846.4,20.93,Normal,Low,Diesel Truck,0,2287.59
SHP-00514,2025-11-30,VEND-005,2.1,Kayseri,Konya,364.8,2.5,Normal,Medium,Hybrid Van,1,75.37
SHP-00515,2025-11-30,VEND-023,4.8,Izmir,Kayseri,919.7,19.12,Normal,Low,Diesel Truck,0,2202.99
SHP-00516,2025-11-30,VEND-006,5.0,Trabzon,Antalya,1129.8,13.33,Normal,Low,Diesel Truck,0,2047.76
SHP-00517,2025-12-01,VEND-006,4.9,Sakarya,Malatya,940.2,2.79,Storm,Medium,Hybrid Van,0,237.69
SHP-00518,2025-12-01,VEND-007,4.3,Van,Erzurum,292.9,17.3,Snow,Medium,Diesel Truck,0,733.42
SHP-00519,2025-12-01,VEND-017,3.3,Konya,Ankara,298.6,18.2,Normal,High,Hybrid Van,0,486.74
SHP-00520,2025-12-01,VEND-015,3.1,Gaziantep,Eskisehir,794.7,13.57,Snow,Medium,Diesel Truck,0,1493.56
SHP-00521,2025-12-01,VEND-024,4.6,Samsun,Konya,636.7,20.05,Snow,High,Diesel Truck,0,1968.13
SHP-00522,2025-12-01,VEND-011,2.7,Denizli,Istanbul,468.6,8.21,Snow,Low,Diesel Truck,0,531.84
SHP-00523,2025-12-01,VEND-008,4.4,Van,Malatya,568.3,5.85,Snow,Medium,Electric Semi,0,131.07
SHP-00524,2025-12-01,VEND-002,3.1,Istanbul,Izmir,424.7,9.42,Snow,High,Hybrid Van,4,371.29
SHP-00525,2025-12-02,VEND-001,4.3,Antalya,Bursa,486.1,10.84,Normal,Medium,Diesel Truck,1,686.72
SHP-00526,2025-12-02,VEND-010,3.3,Gaziantep,Istanbul,1092.9,17.7,Rain,High,Diesel Truck,0,2821.64
SHP-00527,2025-12-02,VEND-024,4.8,Gaziantep,Kayseri,311.8,21.29,Snow,Medium,Diesel Truck,0,978.61
SHP-00528,2025-12-02,VEND-014,4.3,Kayseri,Trabzon,557.0,18.3,Snow,Low,Diesel Truck,0,1429.79
SHP-00529,2025-12-02,VEND-023,5.0,Malatya,Konya,612.7,5.18,Snow,Medium,Diesel Truck,0,464.09
SHP-00530,2025-12-02,VEND-003,4.4,Istanbul,Izmir,398.0,9.79,Snow,Low,Hybrid Van,0,343.67
SHP-00531,2025-12-02,VEND-003,4.5,Diyarbakir,Izmir,1439.4,4.8,Normal,Low,Diesel Truck,0,900.65
SHP-00532,2025-12-02,VEND-021,4.1,Trabzon,Erzurum,214.3,17.48,Normal,Low,Diesel Truck,0,495.81
SHP-00533,2025-12-02,VEND-003,4.7,Trabzon,Diyarbakir,443.6,6.96,Storm,Low,Hybrid Van,0,267.17
SHP-00534,2025-12-02,VEND-002,3.1,Denizli,Erzurum,1395.9,13.61,Normal,Medium,Diesel Truck,0,2650.83
SHP-00535,2025-12-03,VEND-011,2.8,Izmir,Kocaeli,462.0,20.0,Storm,High,Diesel Truck,2,1449.09
SHP-00536,2025-12-03,VEND-024,4.8,Eskisehir,Samsun,622.7,17.1,Snow,Medium,Electric Semi,0,405.61
SHP-00537,2025-12-03,VEND-018,1.4,Antalya,Sakarya,561.3,8.16,Storm,High,Diesel Truck,3,684.85
SHP-00538,2025-12-03,VEND-003,4.2,Samsun,Trabzon,341.7,8.99,Normal,Medium,Hybrid Van,0,268.35
SHP-00539,2025-12-04,VEND-021,4.3,Denizli,Mersin,626.6,16.68,Snow,Low,Diesel Truck,1,1416.38
SHP-00540,2025-12-04,VEND-022,2.7,Trabzon,Gaziantep,622.3,14.19,Normal,Low,Electric Semi,0,311.24
SHP-00541,2025-12-04,VEND-021,4.2,Konya,Samsun,602.2,3.31,Snow,High,Hybrid Van,0,204.05
SHP-00542,2025-12-04,VEND-023,4.7,Adana,Ankara,463.8,21.98,Normal,Medium,Electric Semi,0,381.59
SHP-00543,2025-12-04,VEND-006,4.9,Kayseri,Bursa,684.8,13.3,Snow,High,Hybrid Van,0,895.53
SHP-00544,2025-12-04,VEND-025,4.5,Istanbul,Sakarya,151.4,12.36,Storm,Low,Diesel Truck,0,266.99
SHP-00545,2025-12-04,VEND-009,2.0,Eskisehir,Malatya,890.5,5.76,Rain,Medium,Hybrid Van,1,458.1
SHP-00546,2025-12-05,VEND-021,4.2,Ankara,Izmir,626.6,10.05,Storm,High,Hybrid Van,2,603.73
SHP-00547,2025-12-05,VEND-015,3.0,Kayseri,Ankara,316.0,8.99,Normal,High,Hybrid Van,0,257.19
SHP-00548,2025-12-05,VEND-020,3.6,Denizli,Ankara,509.2,7.5,Rain,Low,Electric Semi,0,147.66
SHP-00549,2025-12-05,VEND-016,2.0,Ankara,Diyarbakir,823.2,14.62,Snow,High,Hybrid Van,4,1117.88
SHP-00550,2025-12-05,VEND-017,3.4,Van,Gaziantep,703.7,12.09,Snow,Medium,Diesel Truck,0,1228.79
SHP-00551,2025-12-05,VEND-016,2.4,Adana,Konya,351.0,22.34,Normal,High,Electric Semi,2,295.32
SHP-00552,2025-12-05,VEND-020,3.5,Istanbul,Ankara,448.4,23.59,Snow,Medium,Electric Semi,0,420.71
SHP-00553,2025-12-05,VEND-019,4.3,Denizli,Van,1622.8,6.27,Snow,Medium,Diesel Truck,0,1442.34
SHP-00554,2025-12-05,VEND-004,3.7,Kocaeli,Mersin,751.1,3.4,Snow,Medium,Hybrid Van,0,236.67
SHP-00555,2025-12-06,VEND-021,4.1,Trabzon,Diyarbakir,447.5,19.85,Rain,High,Diesel Truck,0,1252.21
SHP-00556,2025-12-06,VEND-014,4.4,Sakarya,Denizli,422.9,24.88,Normal,Low,Diesel Truck,0,1398.47
SHP-00557,2025-12-06,VEND-009,1.6,Kayseri,Izmir,868.9,21.73,Snow,Medium,Diesel Truck,0,2662.3
SHP-00558,2025-12-06,VEND-013,3.9,Diyarbakir,Sakarya,1148.4,1.57,Rain,Medium,Hybrid Van,0,162.27
SHP-00559,2025-12-06,VEND-025,4.3,Adana,Kocaeli,747.8,7.03,Rain,Medium,Hybrid Van,0,454.61
SHP-00560,2025-12-06,VEND-022,2.7,Samsun,Trabzon,371.1,2.04,Snow,Medium,Hybrid Van,0,70.03
SHP-00561,2025-12-06,VEND-021,3.8,Bursa,Antalya,500.6,20.7,Normal,Medium,Electric Semi,0,374.36
SHP-00562,2025-12-07,VEND-012,4.6,Trabzon,Malatya,416.0,14.95,Snow,Medium,Electric Semi,0,235.45
SHP-00563,2025-12-07,VEND-020,3.9,Gaziantep,Erzurum,566.9,13.33,Normal,Medium,Diesel Truck,0,1055.88
SHP-00564,2025-12-07,VEND-010,2.7,Denizli,Adana,695.4,14.31,Snow,Medium,Electric Semi,0,373.48
SHP-00565,2025-12-07,VEND-018,1.6,Diyarbakir,Ankara,866.1,7.06,Snow,Medium,Hybrid Van,4,539.32
SHP-00566,2025-12-08,VEND-016,2.1,Malatya,Diyarbakir,214.0,15.44,Snow,High,Electric Semi,1,138.01
SHP-00567,2025-12-08,VEND-007,4.3,Erzurum,Diyarbakir,299.4,1.74,Snow,Medium,Hybrid Van,0,52.79
SHP-00568,2025-12-08,VEND-007,4.1,Izmir,Samsun,1074.8,16.5,Snow,Low,Hybrid Van,0,1507.68
SHP-00569,2025-12-08,VEND-002,3.1,Izmir,Trabzon,1457.3,18.63,Normal,Medium,Diesel Truck,0,3652.17
SHP-00570,2025-12-08,VEND-004,4.0,Erzurum,Antalya,1252.5,17.15,Snow,Low,Diesel Truck,1,2992.84
SHP-00571,2025-12-08,VEND-011,3.1,Adana,Ankara,468.7,8.97,Snow,Low,Electric Semi,0,147.77
SHP-00572,2025-12-08,VEND-012,4.7,Istanbul,Erzurum,1304.6,20.83,Storm,High,Diesel Truck,4,4055.12
SHP-00573,2025-12-08,VEND-005,1.9,Gaziantep,Samsun,602.6,18.17,Rain,Medium,Diesel Truck,2,1516.05
SHP-00574,2025-12-08,VEND-011,2.6,Diyarbakir,Gaziantep,324.4,4.08,Normal,Medium,Diesel Truck,0,183.26
SHP-00575,2025-12-08,VEND-016,2.5,Adana,Eskisehir,645.6,5.68,Storm,High,Diesel Truck,4,548.18
SHP-00576,2025-12-09,VEND-006,4.8,Ankara,Istanbul,427.4,16.29,Snow,Low,Diesel Truck,0,992.8
SHP-00577,2025-12-09,VEND-009,1.8,Eskisehir,Ankara,241.0,7.95,Rain,Low,Diesel Truck,0,266.85
SHP-00578,2025-12-09,VEND-010,3.1,Bursa,Gaziantep,1002.7,3.87,Rain,Low,Electric Semi,1,142.03
SHP-00579,2025-12-09,VEND-013,3.6,Adana,Kayseri,233.1,4.72,Storm,Low,Hybrid Van,0,97.31
SHP-00580,2025-12-10,VEND-010,3.1,Istanbul,Adana,890.5,4.97,Normal,Medium,Electric Semi,1,163.05
SHP-00581,2025-12-10,VEND-019,4.5,Trabzon,Bursa,1092.7,12.47,Snow,High,Electric Semi,0,566.43
SHP-00582,2025-12-10,VEND-009,1.9,Mersin,Konya,286.8,15.58,Normal,Medium,Electric Semi,0,162.9
SHP-00583,2025-12-10,VEND-011,2.6,Malatya,Konya,621.5,5.23,Normal,Low,Diesel Truck,0,436.3
SHP-00584,2025-12-10,VEND-010,3.1,Konya,Samsun,654.1,18.1,Normal,Medium,Hybrid Van,0,965.56
SHP-00585,2025-12-10,VEND-005,1.9,Antalya,Kocaeli,518.5,7.74,Snow,Low,Hybrid Van,3,345.57
SHP-00586,2025-12-10,VEND-018,1.4,Bursa,Malatya,1029.4,8.48,Snow,Medium,Diesel Truck,2,1303.02
SHP-00587,2025-12-11,VEND-006,4.7,Antalya,Diyarbakir,1042.0,6.36,Normal,Medium,Hybrid Van,0,576.07
SHP-00588,2025-12-11,VEND-008,4.4,Kayseri,Gaziantep,301.7,19.84,Normal,Low,Diesel Truck,0,817.45
SHP-00589,2025-12-11,VEND-020,3.7,Ankara,Erzurum,893.8,24.04,Rain,High,Electric Semi,0,861.08
SHP-00590,2025-12-11,VEND-024,4.7,Mersin,Samsun,671.0,12.82,Normal,High,Diesel Truck,0,1240.09
SHP-00591,2025-12-11,VEND-017,3.7,Malatya,Bursa,1069.8,2.01,Snow,Low,Electric Semi,1,80.27
SHP-00592,2025-12-11,VEND-023,5.0,Sakarya,Konya,451.7,7.25,Normal,Medium,Diesel Truck,0,426.62
SHP-00593,2025-12-11,VEND-022,2.8,Trabzon,Sakarya,947.7,4.79,Storm,Medium,Hybrid Van,1,395.75
SHP-00594,2025-12-11,VEND-013,4.2,Malatya,Sakarya,933.1,21.23,Rain,Low,Diesel Truck,0,2647.35
SHP-00595,2025-12-11,VEND-020,3.7,Sakarya,Adana,753.4,3.04,Rain,Low,Diesel Truck,0,313.89
SHP-00596,2025-12-12,VEND-009,1.8,Denizli,Izmir,224.2,24.2,Rain,Medium,Diesel Truck,2,796.5
SHP-00597,2025-12-12,VEND-012,4.8,Malatya,Bursa,1053.8,15.12,Normal,High,Electric Semi,0,639.35
SHP-00598,2025-12-12,VEND-014,4.5,Izmir,Ankara,652.1,13.43,Normal,Medium,Diesel Truck,0,1167.81
SHP-00599,2025-12-12,VEND-025,4.1,Diyarbakir,Denizli,1242.0,21.34,Normal,Medium,Diesel Truck,0,3679.87
SHP-00600,2025-12-12,VEND-022,2.5,Gaziantep,Samsun,588.9,1.66,Normal,Medium,Electric Semi,3,36.61
SHP-00601,2025-12-12,VEND-013,4.1,Eskisehir,Mersin,606.4,19.65,Snow,Medium,Electric Semi,0,470.86
SHP-00602,2025-12-12,VEND-017,3.4,Erzurum,Trabzon,217.0,3.8,Normal,Low,Diesel Truck,0,117.98
SHP-00603,2025-12-12,VEND-006,4.8,Kayseri,Diyarbakir,543.9,21.18,Normal,Medium,Hybrid Van,0,998.48
SHP-00604,2025-12-12,VEND-021,4.3,Ankara,Diyarbakir,816.7,13.7,Normal,High,Diesel Truck,2,1585.02
SHP-00605,2025-12-13,VEND-014,4.4,Adana,Izmir,946.1,2.47,Snow,High,Diesel Truck,0,374.61
SHP-00606,2025-12-13,VEND-014,4.4,Mersin,Trabzon,824.3,21.0,Snow,High,Diesel Truck,0,2485.28
SHP-00607,2025-12-13,VEND-020,3.8,Erzurum,Diyarbakir,305.6,1.66,Snow,Low,Diesel Truck,0,81.43
SHP-00608,2025-12-13,VEND-016,2.1,Erzurum,Eskisehir,1091.6,4.32,Storm,Medium,Diesel Truck,3,697.03
SHP-00609,2025-12-13,VEND-002,3.1,Kocaeli,Konya,475.8,20.15,Snow,Medium,Diesel Truck,0,1382.65
SHP-00610,2025-12-13,VEND-008,4.6,Van,Adana,906.5,12.16,Rain,Low,Hybrid Van,0,856.65
SHP-00611,2025-12-14,VEND-005,1.9,Mersin,Malatya,461.8,22.15,Snow,Low,Diesel Truck,1,1401.48
SHP-00612,2025-12-14,VEND-019,4.3,Mersin,Istanbul,880.9,16.25,Snow,High,Diesel Truck,3,2267.75
SHP-00613,2025-12-14,VEND-001,4.1,Diyarbakir,Kayseri,523.7,15.96,Normal,Medium,Electric Semi,0,301.89
SHP-00614,2025-12-15,VEND-006,4.8,Denizli,Izmir,239.8,8.01,Rain,Medium,Diesel Truck,0,281.96
SHP-00615,2025-12-15,VEND-015,3.1,Samsun,Malatya,444.5,4.21,Normal,Low,Diesel Truck,0,251.54
SHP-00616,2025-12-15,VEND-018,1.6,Kayseri,Istanbul,753.3,24.07,Normal,Medium,Diesel Truck,0,2538.17
SHP-00617,2025-12-16,VEND-013,3.9,Eskisehir,Istanbul,225.6,3.52,Snow,Low,Diesel Truck,0,118.59
SHP-00618,2025-12-16,VEND-022,2.4,Sakarya,Konya,472.0,13.7,Normal,Low,Diesel Truck,1,824.91
SHP-00619,2025-12-16,VEND-023,5.0,Kayseri,Bursa,693.9,7.54,Snow,Medium,Hybrid Van,0,466.62
SHP-00620,2025-12-16,VEND-004,3.8,Istanbul,Samsun,751.3,7.34,Snow,Low,Electric Semi,0,216.08
SHP-00621,2025-12-16,VEND-024,4.7,Izmir,Konya,604.8,15.27,Rain,High,Hybrid Van,0,854.18
SHP-00622,2025-12-16,VEND-016,2.1,Izmir,Adana,923.7,20.15,Rain,Medium,Diesel Truck,0,2591.4
SHP-00623,2025-12-16,VEND-016,2.5,Kayseri,Kocaeli,625.3,19.65,Storm,Low,Electric Semi,0,497.61
SHP-00624,2025-12-17,VEND-003,4.7,Trabzon,Samsun,339.3,21.85,Snow,Low,Diesel Truck,0,1065.91
SHP-00625,2025-12-17,VEND-016,2.4,Diyarbakir,Erzurum,298.5,8.03,Normal,Medium,Diesel Truck,0,340.53
SHP-00626,2025-12-17,VEND-019,4.2,Antalya,Samsun,843.0,12.18,Normal,Low,Electric Semi,0,364.31
SHP-00627,2025-12-17,VEND-015,3.2,Sakarya,Samsun,608.0,1.22,Storm,Low,Diesel Truck,2,115.25
SHP-00628,2025-12-17,VEND-003,4.6,Denizli,Trabzon,1239.3,18.92,Snow,Medium,Diesel Truck,0,3446.23
SHP-00629,2025-12-18,VEND-014,4.2,Ankara,Antalya,468.7,8.26,Normal,Low,Electric Semi,0,128.03
SHP-00630,2025-12-18,VEND-024,4.6,Adana,Denizli,702.8,14.48,Rain,Medium,Electric Semi,0,387.69
SHP-00631,2025-12-18,VEND-019,4.5,Konya,Malatya,633.3,5.06,Snow,Medium,Diesel Truck,0,465.8
SHP-00632,2025-12-18,VEND-004,4.0,Malatya,Konya,620.9,20.67,Normal,Low,Diesel Truck,0,1651.29
SHP-00633,2025-12-19,VEND-024,4.6,Erzurum,Bursa,1251.8,20.61,Normal,High,Diesel Truck,0,3676.46
SHP-00634,2025-12-19,VEND-024,4.6,Diyarbakir,Konya,828.6,22.06,Storm,Medium,Hybrid Van,0,1570.09
SHP-00635,2025-12-19,VEND-005,2.0,Samsun,Gaziantep,569.2,2.1,Normal,Medium,Diesel Truck,1,160.73
SHP-00636,2025-12-19,VEND-021,4.4,Kayseri,Trabzon,539.9,24.82,Normal,Low,Diesel Truck,0,1815.48
SHP-00637,2025-12-19,VEND-011,2.4,Konya,Malatya,666.8,6.95,Storm,Medium,Diesel Truck,2,695.17
SHP-00638,2025-12-19,VEND-015,3.1,Sakarya,Kocaeli,47.8,8.43,Snow,Low,Hybrid Van,0,35.63
SHP-00639,2025-12-19,VEND-012,4.7,Ankara,Bursa,400.6,6.98,Storm,Medium,Hybrid Van,0,251.32
SHP-00640,2025-12-19,VEND-020,3.4,Gaziantep,Konya,556.0,7.42,Rain,Low,Diesel Truck,0,575.46
SHP-00641,2025-12-19,VEND-025,4.2,Izmir,Eskisehir,413.4,14.26,Storm,High,Hybrid Van,1,560.27
SHP-00642,2025-12-20,VEND-020,3.9,Kayseri,Konya,360.9,6.76,Storm,Low,Diesel Truck,0,364.29
