Shipment_ID,Date_ID,Vendor_ID,Route_ID,Weight_tons,Distance_km,Actual_Delay_Days,CO2_Emission_kg
SHP-00742,20260118,VEND-012,RT-00358,22.9,816.1,0,2680.98
SHP-00743,20260118,VEND-019,RT-00043,7.83,1045.5,0,1295.67
SHP-00744,20260118,VEND-021,RT-01000,6.28,212.6,0,56.84
SHP-00745,20260119,VEND-011,RT-01235,11.22,471.0,0,207.05
SHP-00746,20260119,VEND-008,RT-00127,11.88,106.0,1,181.13
SHP-00747,20260119,VEND-025,RT-00511,1.13,84.1,0,11.55
SHP-00748,20260119,VEND-012,RT-00823,19.7,1188.1,0,1949.0
SHP-00749,20260120,VEND-008,RT-00003,24.92,617.5,2,2371.17
SHP-00750,20260120,VEND-012,RT-00800,13.69,458.8,0,876.1
SHP-00751,20260120,VEND-001,RT-00923,10.32,366.1,0,157.01
SHP-00752,20260121,VEND-008,RT-01279,10.43,1177.0,0,447.65
SHP-00753,20260122,VEND-013,RT-00863,3.31,340.1,2,167.53
SHP-00754,20260122,VEND-023,RT-01067,7.39,884.6,0,960.24
SHP-00755,20260122,VEND-019,RT-00601,13.05,376.3,0,190.06
SHP-00756,20260123,VEND-020,RT-00013,11.36,131.1,2,213.78
SHP-00757,20260123,VEND-014,RT-00788,14.08,835.8,0,1658.2
SHP-00758,20260123,VEND-003,RT-00751,21.38,51.9,1,165.34
SHP-00759,20260123,VEND-010,RT-00894,6.41,827.1,0,701.98
SHP-00760,20260124,VEND-025,RT-00860,1.66,337.9,0,56.77
SHP-00761,20260125,VEND-002,RT-00144,1.92,908.0,4,76.26
SHP-00762,20260125,VEND-022,RT-01195,4.22,935.2,0,561.84
SHP-00763,20260125,VEND-018,RT-00703,14.69,882.7,0,1094.84
SHP-00764,20260126,VEND-008,RT-00758,20.4,78.2,0,253.57
SHP-00765,20260126,VEND-020,RT-01136,22.28,859.3,0,2775.79
SHP-00766,20260126,VEND-021,RT-00403,16.24,1188.7,1,2709.58
SHP-00767,20260126,VEND-002,RT-00312,10.68,329.0,4,137.49
SHP-00768,20260126,VEND-003,RT-00519,4.71,365.4,0,66.65
SHP-00769,20260126,VEND-017,RT-00111,10.63,985.6,0,884.8
SHP-00770,20260126,VEND-025,RT-00911,8.98,234.5,0,300.09
SHP-00771,20260126,VEND-001,RT-00309,21.88,809.7,0,2394.9
SHP-00772,20260127,VEND-017,RT-00416,12.68,918.3,0,1554.46
SHP-00773,20260127,VEND-004,RT-00838,6.43,92.7,3,62.88
SHP-00774,20260127,VEND-017,RT-01016,7.93,686.8,1,769.68
SHP-00775,20260128,VEND-016,RT-00576,4.28,712.3,2,128.47
SHP-00776,20260128,VEND-003,RT-00285,23.05,399.0,0,337.67
SHP-00777,20260128,VEND-018,RT-00107,2.21,1057.8,3,330.59
SHP-00778,20260129,VEND-023,RT-00827,1.31,237.2,0,50.52
SHP-00779,20260129,VEND-022,RT-00337,5.39,468.8,3,406.01
SHP-00780,20260129,VEND-001,RT-00559,20.46,1026.0,0,857.13
SHP-00781,20260130,VEND-007,RT-01120,13.56,269.2,0,308.55
SHP-00782,20260130,VEND-007,RT-00546,16.02,994.6,0,2364.85
SHP-00783,20260130,VEND-012,RT-00071,9.59,140.9,0,111.02
SHP-00784,20260130,VEND-004,RT-00142,2.65,612.6,0,222.05
SHP-00785,20260130,VEND-022,RT-00535,21.55,136.6,1,419.15
SHP-00786,20260131,VEND-020,RT-00330,5.61,829.6,2,448.22
SHP-00787,20260131,VEND-021,RT-00253,1.79,959.2,0,140.97
SHP-00788,20260131,VEND-005,RT-00585,14.74,1027.3,2,2182.26
SHP-00789,20260131,VEND-001,RT-00812,3.0,1178.5,0,142.3
SHP-00790,20260131,VEND-023,RT-01225,3.3,822.8,0,241.15
SHP-00791,20260201,VEND-008,RT-00264,20.21,934.4,0,1681.88
SHP-00792,20260201,VEND-017,RT-00452,12.8,631.6,0,304.31
SHP-00793,20260201,VEND-023,RT-00060,6.8,1099.6,0,1119.48
SHP-00794,20260202,VEND-001,RT-00010,9.37,790.3,0,1046.92
SHP-00795,20260202,VEND-001,RT-00101,18.5,1066.1,0,814.15
SHP-00796,20260203,VEND-001,RT-00987,2.59,320.8,1,122.99
SHP-00797,20260203,VEND-004,RT-00194,3.8,621.2,0,344.59
SHP-00798,20260203,VEND-002,RT-01337,15.79,889.3,0,2072.71
SHP-00799,20260203,VEND-021,RT-00759,15.57,283.1,3,643.92
SHP-00800,20260203,VEND-016,RT-00967,24.34,293.0,0,1017.01
SHP-00801,20260203,VEND-025,RT-00248,9.99,1174.7,0,1647.43
SHP-00802,20260204,VEND-021,RT-00217,2.56,549.8,0,212.28
SHP-00803,20260204,VEND-025,RT-00383,13.9,259.1,0,516.75
SHP-00804,20260205,VEND-006,RT-00421,16.32,431.2,0,629.39
SHP-00805,20260205,VEND-008,RT-01177,4.35,507.0,0,85.44
SHP-00806,20260205,VEND-022,RT-00674,14.27,766.5,3,1532.49
SHP-00807,20260205,VEND-007,RT-00430,5.75,1111.5,2,1016.81
SHP-00808,20260205,VEND-002,RT-00053,21.27,1184.6,3,3820.18
SHP-00809,20260205,VEND-017,RT-00477,21.04,799.5,1,686.92
SHP-00810,20260206,VEND-021,RT-01010,11.31,854.9,2,367.11
SHP-00811,20260206,VEND-025,RT-00990,24.2,420.1,0,380.61
SHP-00812,20260206,VEND-024,RT-00311,24.51,1035.7,1,937.48
SHP-00813,20260207,VEND-004,RT-00299,4.1,300.5,0,177.77
SHP-00814,20260207,VEND-020,RT-01196,9.83,172.3,2,261.76
SHP-00815,20260207,VEND-022,RT-00639,15.41,1169.2,4,2705.84
SHP-00816,20260207,VEND-018,RT-00032,3.04,1043.8,0,446.63
SHP-00817,20260207,VEND-021,RT-00522,10.18,399.2,0,576.91
SHP-00818,20260207,VEND-021,RT-00385,7.27,826.4,0,230.86
SHP-00819,20260207,VEND-012,RT-00833,23.85,587.1,0,1790.43
SHP-00820,20260208,VEND-002,RT-00555,10.88,421.6,0,193.36
SHP-00821,20260209,VEND-012,RT-00640,19.3,379.8,0,1045.55
SHP-00822,20260209,VEND-006,RT-00804,10.28,206.4,0,299.14
SHP-00823,20260209,VEND-003,RT-01184,4.16,681.7,0,106.77
SHP-00824,20260210,VEND-004,RT-00972,21.72,563.6,2,1884.29
SHP-00825,20260210,VEND-018,RT-00908,1.01,639.0,2,107.41
SHP-00826,20260211,VEND-013,RT-00165,2.34,297.7,0,105.33
SHP-00827,20260211,VEND-014,RT-00034,9.75,1129.4,0,431.7
SHP-00828,20260211,VEND-019,RT-00244,17.49,784.4,0,2197.06
SHP-00829,20260212,VEND-014,RT-00824,9.2,1084.5,0,860.41
SHP-00830,20260212,VEND-016,RT-01250,2.59,175.7,1,42.28
SHP-00831,20260212,VEND-003,RT-00362,8.63,766.3,0,594.27
SHP-00832,20260213,VEND-022,RT-01343,6.88,1026.9,0,1014.71
SHP-00833,20260213,VEND-012,RT-00109,1.13,430.6,0,18.99
SHP-00834,20260213,VEND-004,RT-00160,13.84,274.4,0,628.83
SHP-00835,20260213,VEND-021,RT-00897,3.8,354.8,0,117.98
SHP-00836,20260214,VEND-019,RT-00178,7.9,363.9,0,400.37
SHP-00837,20260214,VEND-002,RT-00352,16.39,564.3,0,1236.33
SHP-00838,20260215,VEND-005,RT-00727,18.4,424.9,0,1086.84
SHP-00839,20260215,VEND-001,RT-00652,7.32,362.0,2,245.06
SHP-00840,20260215,VEND-007,RT-00980,8.9,795.8,0,633.85
SHP-00841,20260215,VEND-003,RT-01292,6.93,111.0,0,109.35
SHP-00842,20260216,VEND-018,RT-00158,23.97,441.4,1,1583.78
SHP-00843,20260216,VEND-014,RT-00902,5.57,843.2,1,445.69
SHP-00844,20260216,VEND-025,RT-01224,5.4,252.2,0,120.99
SHP-00845,20260216,VEND-019,RT-01154,11.68,304.1,0,316.55
SHP-00846,20260216,VEND-016,RT-01318,5.54,280.8,2,242.33
SHP-00847,20260216,VEND-013,RT-01076,4.76,51.1,0,10.94
SHP-00848,20260216,VEND-002,RT-00667,3.3,594.8,1,190.74
SHP-00849,20260217,VEND-002,RT-01037,16.36,94.8,2,249.02
SHP-00850,20260217,VEND-016,RT-00891,15.69,363.9,1,779.79
SHP-00851,20260217,VEND-001,RT-01171,16.6,1194.0,0,2499.67
SHP-00852,20260217,VEND-002,RT-01208,19.56,1106.2,0,3035.18
SHP-00853,20260217,VEND-006,RT-00466,8.83,297.3,0,243.52
SHP-00854,20260217,VEND-023,RT-00405,23.04,406.5,0,1271.55
SHP-00855,20260217,VEND-012,RT-00569,18.6,583.3,0,1494.16
SHP-00856,20260218,VEND-018,RT-00050,20.31,1021.1,1,3004.25
SHP-00857,20260218,VEND-011,RT-00336,18.3,973.0,5,1631.31
SHP-00858,20260218,VEND-005,RT-01025,9.6,195.2,4,173.5
SHP-00859,20260218,VEND-010,RT-01024,7.79,193.1,0,212.88
SHP-00860,20260219,VEND-003,RT-00257,11.14,529.2,0,233.64
SHP-00861,20260220,VEND-020,RT-00579,3.33,1050.6,3,494.98
SHP-00862,20260220,VEND-005,RT-00540,11.83,1064.4,0,1077.14
SHP-00863,20260220,VEND-010,RT-00413,2.04,173.5,2,16.25
SHP-00864,20260220,VEND-025,RT-01106,1.09,710.4,0,125.79
SHP-00865,20260220,VEND-015,RT-00931,23.36,229.0,1,427.36
SHP-00866,20260221,VEND-012,RT-00705,17.54,839.0,0,2085.75
SHP-00867,20260221,VEND-014,RT-00224,14.48,1103.9,0,623.03
SHP-00868,20260221,VEND-020,RT-00017,9.19,573.0,0,746.02
SHP-00869,20260222,VEND-007,RT-01183,14.69,145.5,0,86.67
SHP-00870,20260222,VEND-016,RT-01015,22.4,716.1,0,2209.8
SHP-00871,20260223,VEND-022,RT-00983,16.66,519.8,1,1213.63
SHP-00872,20260223,VEND-015,RT-00663,15.46,982.5,0,1961.91
SHP-00873,20260223,VEND-012,RT-00530,12.04,441.4,0,416.01
SHP-00874,20260223,VEND-004,RT-00577,9.3,1056.1,0,1228.75
SHP-00875,20260224,VEND-007,RT-00221,17.77,364.8,0,237.07
SHP-00876,20260224,VEND-024,RT-00841,24.54,231.1,0,787.4
SHP-00877,20260224,VEND-014,RT-00647,11.19,402.5,0,403.55
SHP-00878,20260225,VEND-008,RT-00933,10.41,90.2,0,137.59
SHP-00879,20260225,VEND-011,RT-00882,11.27,373.4,3,158.56
SHP-00880,20260225,VEND-015,RT-00581,11.21,809.1,0,793.56
SHP-00881,20260226,VEND-014,RT-00834,24.77,213.6,0,784.03
SHP-00882,20260226,VEND-018,RT-00805,17.96,178.1,2,483.25
SHP-00883,20260226,VEND-007,RT-01092,9.62,202.2,0,183.44
SHP-00884,20260227,VEND-017,RT-00227,9.92,139.2,0,183.19
SHP-00885,20260227,VEND-012,RT-00115,11.34,1055.8,1,1689.74
SHP-00886,20260227,VEND-024,RT-01215,1.88,1135.7,0,292.69
SHP-00887,20260227,VEND-004,RT-00573,13.67,103.5,3,132.92
SHP-00888,20260227,VEND-004,RT-00506,20.47,924.1,3,1747.25
SHP-00889,20260228,VEND-012,RT-00136,16.85,897.7,0,598.32
SHP-00890,20260228,VEND-013,RT-00864,5.76,1196.4,4,267.25
SHP-00891,20260228,VEND-018,RT-01317,18.47,450.1,2,1200.88
SHP-00892,20260228,VEND-011,RT-00135,18.27,378.3,1,1009.15
SHP-00893,20260228,VEND-023,RT-00953,7.3,571.0,0,647.28
SHP-00894,20260228,VEND-012,RT-00384,15.95,1035.1,0,2278.93
SHP-00895,20260228,VEND-004,RT-01226,15.66,887.9,0,1971.59
SHP-00896,20260228,VEND-003,RT-00267,21.15,592.4,1,496.97
SHP-00897,20260228,VEND-025,RT-00189,4.27,331.2,0,223.77
SHP-00898,20260228,VEND-004,RT-01125,5.68,886.1,0,670.44
SHP-00899,20260301,VEND-024,RT-00955,12.66,1032.7,0,1759.61
SHP-00900,20260301,VEND-007,RT-00038,2.06,509.9,3,169.51
SHP-00901,20260301,VEND-003,RT-00790,10.97,818.9,0,1139.86
SHP-00902,20260301,VEND-008,RT-01105,19.92,510.2,0,1378.94
SHP-00903,20260301,VEND-016,RT-00239,4.57,600.3,1,393.71
SHP-00904,20260301,VEND-011,RT-00168,12.04,653.6,1,1195.7
SHP-00905,20260302,VEND-020,RT-01111,24.75,942.1,2,2144.19
SHP-00906,20260302,VEND-016,RT-00273,13.14,1174.1,0,1346.72
SHP-00907,20260303,VEND-011,RT-01135,12.96,561.0,2,641.96
SHP-00908,20260303,VEND-016,RT-00753,14.41,443.7,3,243.07
SHP-00909,20260303,VEND-025,RT-01291,5.46,479.6,0,235.53
SHP-00910,20260303,VEND-011,RT-00668,4.53,204.0,1,136.86
SHP-00911,20260304,VEND-004,RT-00476,17.26,391.5,0,256.94
SHP-00912,20260304,VEND-011,RT-00196,10.5,149.4,3,247.93
SHP-00913,20260305,VEND-022,RT-00682,7.96,542.1,0,597.04
SHP-00914,20260305,VEND-006,RT-00547,1.75,242.5,0,68.67
SHP-00915,20260305,VEND-024,RT-01153,21.31,448.4,0,1361.14
SHP-00916,20260306,VEND-015,RT-00386,1.78,962.6,2,151.25
SHP-00917,20260306,VEND-016,RT-00746,19.0,332.8,0,916.65
SHP-00918,20260307,VEND-008,RT-00080,10.17,753.7,0,280.76
SHP-00919,20260307,VEND-024,RT-00893,15.37,1086.4,0,1419.31
SHP-00920,20260307,VEND-001,RT-00966,6.94,702.0,0,699.94
SHP-00921,20260307,VEND-008,RT-01051,4.73,272.9,0,189.27
SHP-00922,20260308,VEND-011,RT-01142,13.8,446.5,0,850.43
SHP-00923,20260308,VEND-012,RT-00446,17.69,728.9,0,2030.55
SHP-00924,20260309,VEND-012,RT-00997,5.69,632.6,0,317.27
SHP-00925,20260309,VEND-004,RT-01211,11.47,220.9,2,97.98
SHP-00926,20260309,VEND-006,RT-00302,11.67,563.8,0,236.72
SHP-00927,20260309,VEND-003,RT-01220,6.18,674.5,0,592.76
SHP-00928,20260309,VEND-015,RT-00344,14.56,357.4,0,176.5
SHP-00929,20260310,VEND-009,RT-00874,4.5,754.3,0,121.11
SHP-00930,20260310,VEND-015,RT-01181,13.23,130.7,0,264.57
SHP-00931,20260310,VEND-015,RT-01075,3.72,437.1,0,239.35
SHP-00932,20260310,VEND-018,RT-00349,12.65,974.9,2,1770.34
SHP-00933,20260310,VEND-014,RT-01126,8.48,348.2,0,433.27
SHP-00934,20260310,VEND-017,RT-00440,11.85,746.0,1,765.51
SHP-00935,20260311,VEND-015,RT-01269,11.41,521.5,0,220.57
SHP-00936,20260311,VEND-017,RT-00749,22.79,413.9,0,1303.96
SHP-00937,20260311,VEND-016,RT-00831,12.76,1103.6,0,1150.29
SHP-00938,20260312,VEND-008,RT-00952,20.64,444.8,0,1259.26
SHP-00939,20260312,VEND-007,RT-00662,6.42,322.2,0,298.27
SHP-00940,20260313,VEND-020,RT-00092,9.45,1095.7,0,803.41
SHP-00941,20260313,VEND-009,RT-00871,2.8,907.8,0,213.89
SHP-00942,20260313,VEND-014,RT-00448,11.1,834.1,0,370.9
SHP-00943,20260314,VEND-005,RT-01173,17.05,107.0,0,248.58
SHP-00944,20260314,VEND-011,RT-01080,21.12,200.9,0,360.58
SHP-00945,20260314,VEND-014,RT-00124,14.58,784.1,0,948.83
SHP-00946,20260314,VEND-016,RT-00297,16.36,290.8,2,188.26
SHP-00947,20260315,VEND-014,RT-00104,5.25,309.5,0,250.91
SHP-00948,20260315,VEND-010,RT-00416,1.89,946.0,0,263.36
SHP-00949,20260315,VEND-025,RT-00414,20.0,378.8,0,695.74
SHP-00950,20260317,VEND-013,RT-01315,5.01,132.3,0,64.51
SHP-00951,20260317,VEND-021,RT-00597,3.19,91.9,0,13.55
SHP-00952,20260317,VEND-019,RT-00276,23.5,559.7,0,1878.63
SHP-00953,20260317,VEND-014,RT-00619,24.12,759.7,0,750.46
SHP-00954,20260318,VEND-023,RT-01137,15.79,1049.2,0,2403.42
SHP-00955,20260318,VEND-004,RT-00159,10.09,177.4,0,247.74
SHP-00956,20260318,VEND-024,RT-00993,21.0,276.2,0,790.45
SHP-00957,20260319,VEND-022,RT-00279,5.91,659.3,0,523.05
SHP-00958,20260319,VEND-013,RT-00673,11.31,468.7,0,476.81
SHP-00959,20260320,VEND-019,RT-00156,9.57,604.9,0,795.36
SHP-00960,20260320,VEND-014,RT-01122,22.9,1112.7,0,3392.21
SHP-00961,20260320,VEND-007,RT-01289,23.07,676.6,0,1440.14
SHP-00962,20260320,VEND-020,RT-00045,16.62,527.4,0,340.79
SHP-00963,20260320,VEND-007,RT-00343,3.66,1187.9,0,613.71
SHP-00964,20260320,VEND-008,RT-01267,12.57,125.0,0,231.98
SHP-00965,20260320,VEND-013,RT-00846,6.89,1121.9,1,718.08
SHP-00966,20260320,VEND-021,RT-01189,22.24,626.9,0,1860.48
SHP-00967,20260321,VEND-010,RT-00738,4.32,629.3,0,391.31
SHP-00968,20260321,VEND-013,RT-00570,2.3,1110.3,2,358.14
SHP-00969,20260321,VEND-002,RT-01227,17.91,633.4,1,1747.77
SHP-00970,20260322,VEND-003,RT-00744,11.88,554.2,0,261.31
SHP-00971,20260322,VEND-002,RT-00809,21.12,363.4,0,1083.79
SHP-00972,20260322,VEND-002,RT-00716,2.79,807.6,0,296.69
SHP-00973,20260322,VEND-022,RT-01149,20.23,705.1,1,2075.47
SHP-00974,20260322,VEND-022,RT-00718,1.9,296.5,1,93.86
SHP-00975,20260323,VEND-021,RT-00098,1.67,865.8,0,205.25
SHP-00976,20260323,VEND-002,RT-01283,12.07,790.7,0,776.15
SHP-00977,20260323,VEND-002,RT-00177,6.31,506.9,0,445.07
SHP-00978,20260323,VEND-008,RT-00009,15.25,55.1,0,113.32
SHP-00979,20260323,VEND-015,RT-00949,1.62,563.6,0,136.51
SHP-00980,20260324,VEND-009,RT-00169,1.85,57.0,0,5.3
SHP-00981,20260324,VEND-013,RT-01112,18.45,136.2,0,350.72
SHP-00982,20260324,VEND-005,RT-00303,6.04,545.2,1,301.27
SHP-00983,20260324,VEND-019,RT-00210,16.75,144.2,0,95.69
SHP-00984,20260324,VEND-008,RT-00292,19.0,367.0,0,921.4
SHP-00985,20260324,VEND-002,RT-00509,2.42,803.8,0,68.46
SHP-00986,20260324,VEND-019,RT-01218,19.47,404.9,0,1109.35
SHP-00987,20260324,VEND-023,RT-00844,7.44,1197.3,0,761.02
SHP-00988,20260324,VEND-001,RT-00461,10.35,1103.7,0,978.54
SHP-00989,20260325,VEND-011,RT-00763,3.08,723.1,2,299.79
SHP-00990,20260325,VEND-021,RT-00027,21.13,1162.0,0,969.78
SHP-00991,20260326,VEND-018,RT-01199,14.46,1048.2,1,2202.83
SHP-00992,20260326,VEND-022,RT-00402,13.11,416.7,0,727.43
SHP-00993,20260327,VEND-011,RT-00510,24.25,912.0,0,1779.98
SHP-00994,20260327,VEND-010,RT-00114,9.03,207.4,3,169.44
SHP-00995,20260327,VEND-018,RT-00791,22.38,837.2,0,2643.85
SHP-00996,20260327,VEND-004,RT-00534,18.27,614.7,0,443.83
SHP-00997,20260327,VEND-006,RT-00184,23.28,69.3,0,62.11
SHP-00998,20260327,VEND-016,RT-01296,22.79,365.4,0,1102.99
SHP-00999,20260328,VEND-017,RT-00389,24.78,1148.7,0,1107.14
SHP-01000,20260328,VEND-003,RT-00399,4.16,413.2,0,65.77
SHP-01001,20260328,VEND-013,RT-00081,20.1,258.7,0,446.71
SHP-01002,20260328,VEND-010,RT-00876,20.31,265.7,1,477.27
SHP-01003,20260328,VEND-013,RT-01207,16.46,601.1,0,1323.5
SHP-01004,20260329,VEND-024,RT-01270,7.69,1019.0,0,1129.31
SHP-01005,20260329,VEND-002,RT-01021,24.16,921.7,0,3260.15
SHP-01006,20260330,VEND-025,RT-00070,5.91,552.4,0,438.62
SHP-01007,20260330,VEND-012,RT-01163,12.99,290.0,0,493.37
SHP-01008,20260331,VEND-020,RT-00320,13.52,103.0,0,117.59
SHP-01009,20260331,VEND-011,RT-01088,4.88,582.0,0,372.16
SHP-01010,20260331,VEND-008,RT-01139,18.34,987.0,0,681.27
SHP-01011,20260401,VEND-020,RT-00929,3.13,889.1,2,386.34
SHP-01012,20260401,VEND-018,RT-01306,17.63,519.9,1,1209.85
SHP-01013,20260401,VEND-004,RT-00642,21.37,733.9,0,1269.42
SHP-01014,20260402,VEND-018,RT-00793,9.39,551.7,0,187.29
SHP-01015,20260403,VEND-019,RT-01258,18.03,715.9,0,1808.56
SHP-01016,20260403,VEND-010,RT-00073,4.76,645.1,2,268.27
SHP-01017,20260403,VEND-024,RT-00786,21.3,833.1,0,2370.98
SHP-01018,20260404,VEND-017,RT-00862,23.85,633.9,0,2035.45
SHP-01019,20260404,VEND-009,RT-01261,4.66,1131.7,3,804.7
SHP-01020,20260404,VEND-001,RT-00732,17.6,542.2,0,322.88
SHP-01021,20260405,VEND-017,RT-00582,13.14,68.3,0,132.8
SHP-01022,20260405,VEND-006,RT-00163,13.76,321.8,0,382.91
SHP-01023,20260405,VEND-019,RT-01252,17.96,625.7,0,1546.51
SHP-01024,20260405,VEND-014,RT-00943,12.73,671.7,0,1094.31
SHP-01025,20260405,VEND-012,RT-00884,15.41,685.2,0,912.91
SHP-01026,20260405,VEND-005,RT-00518,6.54,871.7,0,886.6
SHP-01027,20260405,VEND-018,RT-01121,10.08,365.8,0,481.58
SHP-01028,20260406,VEND-005,RT-00281,21.77,814.6,1,2341.66
SHP-01029,20260406,VEND-011,RT-00479,3.64,859.6,0,427.88
SHP-01030,20260406,VEND-021,RT-00274,15.34,523.0,0,1064.16
SHP-01031,20260406,VEND-024,RT-00676,5.42,512.5,0,385.86
SHP-01032,20260406,VEND-025,RT-00651,21.32,255.8,0,205.83
SHP-01033,20260407,VEND-024,RT-00207,14.9,526.1,0,1045.34
SHP-01034,20260407,VEND-014,RT-00995,10.67,954.8,0,1353.72
SHP-01035,20260407,VEND-006,RT-00147,7.0,1095.3,1,276.76
SHP-01036,20260407,VEND-021,RT-00305,11.48,732.7,0,1228.36
SHP-01037,20260407,VEND-021,RT-01070,23.98,394.3,1,339.04
SHP-01038,20260408,VEND-025,RT-00629,13.22,834.6,0,396.94
SHP-01039,20260408,VEND-017,RT-01047,12.27,901.2,0,1503.26
SHP-01040,20260409,VEND-004,RT-00683,18.91,432.0,0,1147.24
SHP-01041,20260409,VEND-013,RT-00795,10.1,1000.5,0,1314.98
SHP-01042,20260409,VEND-012,RT-00840,11.26,134.8,0,194.59
SHP-01043,20260409,VEND-022,RT-01215,9.09,62.4,0,84.46
SHP-01044,20260409,VEND-010,RT-00605,4.62,191.4,0,32.08
SHP-01045,20260410,VEND-009,RT-01117,18.13,229.4,0,152.63
SHP-01046,20260410,VEND-003,RT-00861,21.95,1060.8,1,3281.66
SHP-01047,20260410,VEND-021,RT-00598,22.73,538.7,0,1027.06
SHP-01048,20260410,VEND-019,RT-01036,22.14,366.2,0,1056.67
SHP-01049,20260411,VEND-002,RT-00715,11.84,543.4,0,558.41
SHP-01050,20260411,VEND-011,RT-00454,7.82,504.1,0,360.93
SHP-01051,20260411,VEND-012,RT-01096,16.31,396.7,5,960.26
SHP-01052,20260411,VEND-012,RT-00610,23.91,208.6,0,678.9
SHP-01053,20260411,VEND-023,RT-00347,18.45,804.3,0,1869.34
SHP-01054,20260411,VEND-004,RT-00319,12.88,207.1,0,233.74
SHP-01055,20260411,VEND-008,RT-01238,17.53,941.7,0,2226.91
SHP-01056,20260412,VEND-005,RT-00119,19.54,281.9,0,448.75
SHP-01057,20260412,VEND-007,RT-00968,23.06,891.1,0,2834.49
SHP-01058,20260412,VEND-023,RT-01342,19.32,976.4,0,2662.46
SHP-01059,20260412,VEND-024,RT-01321,11.4,194.1,0,84.18
SHP-01060,20260413,VEND-002,RT-01333,7.57,149.8,1,176.22
SHP-01061,20260413,VEND-016,RT-00469,13.0,1142.0,2,1969.23
SHP-01062,20260413,VEND-006,RT-00496,8.88,582.5,0,465.86
SHP-01063,20260413,VEND-005,RT-00077,23.63,774.8,1,2518.46
SHP-01064,20260413,VEND-008,RT-00775,13.19,76.7,0,93.36
SHP-01065,20260413,VEND-005,RT-00186,12.33,370.5,0,404.45
SHP-01066,20260413,VEND-013,RT-00172,9.36,631.2,0,857.96
SHP-01067,20260413,VEND-025,RT-00368,16.35,1069.2,0,2576.11
SHP-01068,20260413,VEND-015,RT-00375,13.48,362.2,0,714.3
SHP-01069,20260414,VEND-019,RT-01191,4.1,941.5,0,137.0
SHP-01070,20260414,VEND-013,RT-00499,21.86,811.5,0,1467.24
SHP-01071,20260414,VEND-001,RT-00721,9.62,182.6,3,154.02
SHP-01072,20260414,VEND-003,RT-00201,11.38,387.4,0,346.9
SHP-01073,20260415,VEND-007,RT-00998,5.94,323.5,0,258.33
SHP-01074,20260415,VEND-007,RT-00773,14.28,558.9,0,1061.96
SHP-01075,20260415,VEND-022,RT-01219,17.85,780.6,0,2028.61
SHP-01076,20260415,VEND-022,RT-00754,22.15,548.4,3,1041.62
SHP-01077,20260415,VEND-022,RT-00208,2.24,331.2,0,110.64
SHP-01078,20260415,VEND-016,RT-00369,24.36,850.3,0,3161.92
SHP-01079,20260416,VEND-014,RT-01083,17.89,722.1,0,1638.61
SHP-01080,20260416,VEND-017,RT-00305,7.82,647.2,0,778.16
SHP-01081,20260416,VEND-011,RT-00018,5.91,687.6,1,577.02
SHP-01082,20260416,VEND-017,RT-01248,8.11,305.2,0,342.11
SHP-01083,20260417,VEND-020,RT-01308,22.02,832.5,0,1455.13
SHP-01084,20260417,VEND-020,RT-01230,7.99,495.6,0,314.82
SHP-01085,20260417,VEND-016,RT-00787,12.11,468.0,3,870.4
SHP-01086,20260417,VEND-002,RT-00617,17.94,222.2,0,324.55
SHP-01087,20260418,VEND-019,RT-01214,21.93,736.4,0,2325.64
SHP-01088,20260418,VEND-010,RT-00061,16.81,743.1,3,1144.51
SHP-01089,20260418,VEND-019,RT-01229,19.07,441.3,0,1159.74
SHP-01090,20260419,VEND-014,RT-00666,5.16,1038.8,0,207.42
SHP-01091,20260419,VEND-023,RT-00250,22.06,1022.3,0,3063.96
SHP-01092,20260419,VEND-009,RT-01104,7.62,175.4,0,195.18
SHP-01093,20260419,VEND-024,RT-00004,4.08,849.3,0,138.59
SHP-01094,20260420,VEND-022,RT-01069,24.43,502.9,0,1074.49
SHP-01095,20260420,VEND-009,RT-01160,5.84,1199.7,1,543.18
SHP-01096,20260420,VEND-013,RT-01034,4.28,308.8,0,174.57
SHP-01097,20260420,VEND-014,RT-01141,16.02,372.6,0,827.81
SHP-01098,20260421,VEND-020,RT-00149,8.65,558.4,0,436.9
SHP-01099,20260421,VEND-018,RT-01089,4.2,359.0,0,210.34
SHP-01100,20260421,VEND-022,RT-00176,15.43,845.8,1,1769.83
SHP-01101,20260421,VEND-010,RT-00062,19.22,603.0,0,1625.8
SHP-01102,20260421,VEND-013,RT-00890,20.04,304.0,0,806.62
SHP-01103,20260422,VEND-011,RT-01013,4.73,632.3,1,439.07
SHP-01104,20260423,VEND-023,RT-00192,14.36,1072.1,0,2010.59
SHP-01105,20260423,VEND-008,RT-00879,20.53,961.3,0,668.16
SHP-01106,20260423,VEND-015,RT-00122,4.87,623.7,0,108.67
SHP-01107,20260423,VEND-004,RT-00118,5.98,381.8,0,183.69
SHP-01108,20260423,VEND-022,RT-01150,1.06,256.9,0,11.13
SHP-01109,20260424,VEND-010,RT-00501,13.59,1060.1,0,2091.36
SHP-01110,20260424,VEND-009,RT-00047,5.67,866.7,1,422.99
SHP-01111,20260424,VEND-015,RT-01244,18.38,708.0,0,498.09
SHP-01112,20260424,VEND-013,RT-00026,24.09,1061.3,0,3638.49
