Route_ID,Origin,Destination,Vehicle_Type,Weather_Condition,Traffic_Density
RT-00864,Kocaeli,Kayseri,Electric Semi,Snow,Medium
RT-00865,Kocaeli,Kayseri,Hybrid Van,Normal,Medium
RT-00866,Kocaeli,Konya,Diesel Truck,Snow,Medium
RT-00867,Kocaeli,Konya,Hybrid Van,Rain,Medium
RT-00868,Kocaeli,Malatya,Diesel Truck,Normal,Low
RT-00869,Kocaeli,Malatya,Diesel Truck,Normal,Medium
RT-00870,Kocaeli,Malatya,Diesel Truck,Rain,Medium
RT-00871,Kocaeli,Malatya,Hybrid Van,Normal,Medium
RT-00872,Kocaeli,Mersin,Diesel Truck,Snow,Medium
RT-00873,Kocaeli,Mersin,Electric Semi,Normal,High
RT-00874,Kocaeli,Mersin,Electric Semi,Rain,Low
RT-00875,Kocaeli,Mersin,Hybrid Van,Rain,High
RT-00876,Kocaeli,Mersin,Hybrid Van,Snow,Low
RT-00877,Kocaeli,Sakarya,Diesel Truck,Normal,High
RT-00878,Kocaeli,Sakarya,Diesel Truck,Normal,Low
RT-00879,Kocaeli,Sakarya,Electric Semi,Normal,Low
RT-00880,Kocaeli,Sakarya,Hybrid Van,Rain,Low
RT-00881,Kocaeli,Samsun,Diesel Truck,Normal,Medium
RT-00882,Kocaeli,Samsun,Electric Semi,Normal,High
RT-00883,Kocaeli,Samsun,Electric Semi,Rain,Low
RT-00884,Kocaeli,Samsun,Hybrid Van,Normal,Medium
RT-00885,Kocaeli,Trabzon,Diesel Truck,Normal,Low
RT-00886,Kocaeli,Trabzon,Diesel Truck,Normal,Medium
RT-00887,Kocaeli,Trabzon,Diesel Truck,Rain,Medium
RT-00888,Kocaeli,Trabzon,Hybrid Van,Normal,Low
RT-00889,Kocaeli,Trabzon,Hybrid Van,Snow,Low
RT-00890,Kocaeli,Van,Diesel Truck,Normal,Low
RT-00891,Kocaeli,Van,Diesel Truck,Normal,Medium
RT-00892,Kocaeli,Van,Hybrid Van,Normal,Low
RT-00893,Kocaeli,Van,Hybrid Van,Rain,Low
RT-00894,Konya,Adana,Diesel Truck,Normal,Low
RT-00895,Konya,Adana,Electric Semi,Normal,Medium
RT-00896,Konya,Adana,Hybrid Van,Rain,Low
RT-00897,Konya,Adana,Hybrid Van,Rain,Medium
RT-00898,Konya,Ankara,Diesel Truck,Rain,High
RT-00899,Konya,Ankara,Electric Semi,Normal,Low
RT-00900,Konya,Ankara,Hybrid Van,Normal,High
RT-00901,Konya,Ankara,Hybrid Van,Normal,Low
RT-00902,Konya,Ankara,Hybrid Van,Snow,High
RT-00903,Konya,Antalya,Electric Semi,Rain,Medium
RT-00904,Konya,Antalya,Hybrid Van,Normal,High
RT-00905,Konya,Antalya,Hybrid Van,Normal,Medium
RT-00906,Konya,Bursa,Diesel Truck,Normal,Low
RT-00907,Konya,Bursa,Diesel Truck,Rain,Medium
RT-00908,Konya,Bursa,Diesel Truck,Snow,High
RT-00909,Konya,Denizli,Diesel Truck,Normal,Medium
RT-00910,Konya,Denizli,Hybrid Van,Normal,Medium
RT-00911,Konya,Diyarbakir,Diesel Truck,Storm,Medium
RT-00912,Konya,Diyarbakir,Hybrid Van,Normal,Medium
RT-00913,Konya,Diyarbakir,Hybrid Van,Rain,Medium
RT-00914,Konya,Erzurum,Diesel Truck,Normal,Low
RT-00915,Konya,Erzurum,Diesel Truck,Snow,High
RT-00916,Konya,Erzurum,Electric Semi,Normal,Medium
RT-00917,Konya,Erzurum,Electric Semi,Rain,High
RT-00918,Konya,Erzurum,Hybrid Van,Normal,Low
RT-00919,Konya,Eskisehir,Diesel Truck,Normal,Medium
RT-00920,Konya,Gaziantep,Diesel Truck,Normal,High
RT-00921,Konya,Gaziantep,Diesel Truck,Rain,Low
RT-00922,Konya,Gaziantep,Electric Semi,Normal,Low
RT-00923,Konya,Gaziantep,Electric Semi,Snow,High
RT-00924,Konya,Gaziantep,Electric Semi,Storm,Low
RT-00925,Konya,Istanbul,Diesel Truck,Normal,Medium
RT-00926,Konya,Istanbul,Diesel Truck,Storm,High
RT-00927,Konya,Istanbul,Electric Semi,Normal,High
RT-00928,Konya,Izmir,Electric Semi,Normal,Low
RT-00929,Konya,Kayseri,Diesel Truck,Rain,Medium
RT-00930,Konya,Kayseri,Diesel Truck,Snow,Low
RT-00931,Konya,Kayseri,Hybrid Van,Rain,Medium
RT-00932,Konya,Kocaeli,Diesel Truck,Normal,Low
RT-00933,Konya,Kocaeli,Diesel Truck,Snow,Low
RT-00934,Konya,Malatya,Diesel Truck,Normal,Medium
RT-00935,Konya,Malatya,Diesel Truck,Snow,Medium
RT-00936,Konya,Malatya,Electric Semi,Storm,Medium
RT-00937,Konya,Malatya,Hybrid Van,Normal,Low
RT-00938,Konya,Mersin,Diesel Truck,Normal,High
RT-00939,Konya,Mersin,Hybrid Van,Normal,High
RT-00940,Konya,Sakarya,Diesel Truck,Rain,High
RT-00941,Konya,Sakarya,Electric Semi,Normal,Low
RT-00942,Konya,Sakarya,Electric Semi,Normal,Medium
RT-00943,Konya,Samsun,Diesel Truck,Normal,Low
RT-00944,Konya,Samsun,Diesel Truck,Normal,Medium
RT-00945,Konya,Samsun,Electric Semi,Normal,Medium
RT-00946,Konya,Samsun,Hybrid Van,Normal,Low
RT-00947,Konya,Samsun,Hybrid Van,Snow,High
RT-00948,Konya,Trabzon,Diesel Truck,Normal,Low
RT-00949,Konya,Trabzon,Diesel Truck,Rain,Medium
RT-00950,Konya,Trabzon,Electric Semi,Normal,Low
RT-00951,Konya,Trabzon,Hybrid Van,Normal,High
RT-00952,Konya,Van,Diesel Truck,Normal,Medium
RT-00953,Konya,Van,Diesel Truck,Storm,High
RT-00954,Konya,Van,Electric Semi,Normal,Medium
RT-00955,Malatya,Adana,Diesel Truck,Normal,Low
RT-00956,Malatya,Ankara,Diesel Truck,Normal,Medium
RT-00957,Malatya,Ankara,Diesel Truck,Storm,Medium
RT-00958,Malatya,Ankara,Hybrid Van,Normal,Medium
RT-00959,Malatya,Antalya,Electric Semi,Normal,High
RT-00960,Malatya,Antalya,Electric Semi,Rain,Medium
RT-00961,Malatya,Bursa,Diesel Truck,Normal,High
RT-00962,Malatya,Bursa,Diesel Truck,Normal,Low
RT-00963,Malatya,Bursa,Diesel Truck,Snow,Low
RT-00964,Malatya,Bursa,Electric Semi,Storm,Low
RT-00965,Malatya,Denizli,Diesel Truck,Normal,High
RT-00966,Malatya,Denizli,Diesel Truck,Normal,Medium
RT-00967,Malatya,Diyarbakir,Diesel Truck,Normal,High
RT-00968,Malatya,Diyarbakir,Diesel Truck,Normal,Medium
RT-00969,Malatya,Diyarbakir,Hybrid Van,Snow,High
RT-00970,Malatya,Erzurum,Diesel Truck,Normal,High
RT-00971,Malatya,Erzurum,Diesel Truck,Normal,Medium
RT-00972,Malatya,Erzurum,Diesel Truck,Storm,High
RT-00973,Malatya,Erzurum,Diesel Truck,Storm,Low
RT-00974,Malatya,Erzurum,Hybrid Van,Snow,Low
RT-00975,Malatya,Eskisehir,Diesel Truck,Normal,High
RT-00976,Malatya,Eskisehir,Diesel Truck,Normal,Low
RT-00977,Malatya,Eskisehir,Diesel Truck,Rain,Low
RT-00978,Malatya,Eskisehir,Electric Semi,Normal,High
RT-00979,Malatya,Eskisehir,Electric Semi,Normal,Low
RT-00980,Malatya,Eskisehir,Hybrid Van,Normal,Medium
RT-00981,Malatya,Gaziantep,Diesel Truck,Normal,Medium
RT-00982,Malatya,Gaziantep,Diesel Truck,Rain,Low
RT-00983,Malatya,Gaziantep,Diesel Truck,Rain,Medium
RT-00984,Malatya,Gaziantep,Diesel Truck,Storm,Medium
RT-00985,Malatya,Istanbul,Diesel Truck,Normal,Low
RT-00986,Malatya,Istanbul,Diesel Truck,Normal,Medium
RT-00987,Malatya,Istanbul,Diesel Truck,Snow,Low
RT-00988,Malatya,Istanbul,Diesel Truck,Snow,Medium
RT-00989,Malatya,Istanbul,Electric Semi,Rain,Medium
RT-00990,Malatya,Istanbul,Electric Semi,Storm,Low
RT-00991,Malatya,Istanbul,Hybrid Van,Rain,High
RT-00992,Malatya,Izmir,Diesel Truck,Normal,High
RT-00993,Malatya,Izmir,Diesel Truck,Rain,Low
RT-00994,Malatya,Izmir,Electric Semi,Normal,Low
RT-00995,Malatya,Kayseri,Diesel Truck,Normal,Medium
RT-00996,Malatya,Kayseri,Electric Semi,Normal,High
RT-00997,Malatya,Kayseri,Hybrid Van,Storm,Low
RT-00998,Malatya,Kocaeli,Diesel Truck,Normal,Low
RT-00999,Malatya,Kocaeli,Diesel Truck,Normal,Medium
RT-01000,Malatya,Kocaeli,Electric Semi,Storm,Medium
RT-01001,Malatya,Konya,Diesel Truck,Normal,Low
RT-01002,Malatya,Konya,Diesel Truck,Normal,Medium
RT-01003,Malatya,Konya,Electric Semi,Snow,Medium
RT-01004,Malatya,Konya,Hybrid Van,Normal,High
RT-01005,Malatya,Mersin,Diesel Truck,Normal,High
RT-01006,Malatya,Mersin,Diesel Truck,Rain,Medium
RT-01007,Malatya,Mersin,Hybrid Van,Normal,Medium
RT-01008,Malatya,Sakarya,Diesel Truck,Normal,Medium
RT-01009,Malatya,Sakarya,Electric Semi,Snow,Low
RT-01010,Malatya,Sakarya,Electric Semi,Storm,Medium
RT-01011,Malatya,Sakarya,Hybrid Van,Rain,Low
RT-01012,Malatya,Sakarya,Hybrid Van,Rain,Medium
RT-01013,Malatya,Samsun,Diesel Truck,Normal,High
RT-01014,Malatya,Samsun,Diesel Truck,Rain,High
RT-01015,Malatya,Samsun,Diesel Truck,Snow,Low
RT-01016,Malatya,Samsun,Diesel Truck,Storm,Low
RT-01017,Malatya,Samsun,Hybrid Van,Normal,Medium
RT-01018,Malatya,Trabzon,Diesel Truck,Snow,Low
RT-01019,Malatya,Trabzon,Electric Semi,Storm,Medium
RT-01020,Malatya,Trabzon,Hybrid Van,Normal,Medium
RT-01021,Malatya,Van,Diesel Truck,Normal,High
RT-01022,Malatya,Van,Electric Semi,Normal,Low
RT-01023,Mersin,Adana,Diesel Truck,Snow,High
RT-01024,Mersin,Adana,Diesel Truck,Snow,Low
RT-01025,Mersin,Adana,Hybrid Van,Storm,High
RT-01026,Mersin,Ankara,Hybrid Van,Normal,High
RT-01027,Mersin,Antalya,Diesel Truck,Normal,High
RT-01028,Mersin,Antalya,Diesel Truck,Normal,Medium
RT-01029,Mersin,Denizli,Diesel Truck,Normal,High
RT-01030,Mersin,Denizli,Electric Semi,Normal,High
RT-01031,Mersin,Denizli,Electric Semi,Normal,Medium
RT-01032,Mersin,Denizli,Hybrid Van,Normal,Low
RT-01033,Mersin,Denizli,Hybrid Van,Storm,Low
RT-01034,Mersin,Diyarbakir,Diesel Truck,Normal,Low
RT-01035,Mersin,Diyarbakir,Diesel Truck,Normal,Medium
RT-01036,Mersin,Diyarbakir,Diesel Truck,Rain,Low
RT-01037,Mersin,Diyarbakir,Diesel Truck,Snow,High
RT-01038,Mersin,Diyarbakir,Hybrid Van,Storm,Low
RT-01039,Mersin,Erzurum,Diesel Truck,Normal,Low
RT-01040,Mersin,Erzurum,Diesel Truck,Rain,Low
RT-01041,Mersin,Erzurum,Diesel Truck,Rain,Medium
RT-01042,Mersin,Erzurum,Hybrid Van,Normal,Medium
RT-01043,Mersin,Eskisehir,Diesel Truck,Normal,Medium
RT-01044,Mersin,Eskisehir,Electric Semi,Normal,Low
RT-01045,Mersin,Eskisehir,Hybrid Van,Rain,Medium
RT-01046,Mersin,Gaziantep,Diesel Truck,Normal,High
RT-01047,Mersin,Gaziantep,Diesel Truck,Normal,Medium
RT-01048,Mersin,Gaziantep,Electric Semi,Normal,Medium
RT-01049,Mersin,Gaziantep,Electric Semi,Rain,Low
RT-01050,Mersin,Istanbul,Diesel Truck,Normal,Low
RT-01051,Mersin,Istanbul,Diesel Truck,Snow,Low
RT-01052,Mersin,Istanbul,Electric Semi,Snow,High
RT-01053,Mersin,Izmir,Diesel Truck,Normal,High
RT-01054,Mersin,Izmir,Diesel Truck,Normal,Low
RT-01055,Mersin,Izmir,Diesel Truck,Storm,Low
RT-01056,Mersin,Izmir,Electric Semi,Normal,High
RT-01057,Mersin,Izmir,Electric Semi,Normal,Medium
RT-01058,Mersin,Izmir,Hybrid Van,Normal,High
RT-01059,Mersin,Izmir,Hybrid Van,Normal,Low
RT-01060,Mersin,Kayseri,Hybrid Van,Normal,Low
RT-01061,Mersin,Kayseri,Hybrid Van,Normal,Medium
RT-01062,Mersin,Kocaeli,Diesel Truck,Rain,High
RT-01063,Mersin,Kocaeli,Electric Semi,Normal,Low
RT-01064,Mersin,Kocaeli,Electric Semi,Rain,Low
RT-01065,Mersin,Kocaeli,Hybrid Van,Rain,Medium
RT-01066,Mersin,Konya,Diesel Truck,Normal,Medium
RT-01067,Mersin,Konya,Diesel Truck,Snow,Medium
RT-01068,Mersin,Konya,Hybrid Van,Normal,Low
RT-01069,Mersin,Konya,Hybrid Van,Normal,Medium
RT-01070,Mersin,Malatya,Electric Semi,Normal,Low
RT-01071,Mersin,Malatya,Electric Semi,Snow,Low
RT-01072,Mersin,Malatya,Electric Semi,Storm,Medium
RT-01073,Mersin,Sakarya,Diesel Truck,Normal,High
RT-01074,Mersin,Sakarya,Diesel Truck,Normal,Low
RT-01075,Mersin,Samsun,Diesel Truck,Normal,High
RT-01076,Mersin,Samsun,Electric Semi,Normal,High
RT-01077,Mersin,Trabzon,Diesel Truck,Rain,High
RT-01078,Mersin,Trabzon,Diesel Truck,Snow,High
RT-01079,Mersin,Trabzon,Electric Semi,Normal,Medium
RT-01080,Mersin,Trabzon,Hybrid Van,Rain,Medium
RT-01081,Mersin,Van,Diesel Truck,Rain,High
RT-01082,Mersin,Van,Hybrid Van,Normal,Medium
RT-01083,Sakarya,Adana,Diesel Truck,Normal,Low
RT-01084,Sakarya,Adana,Diesel Truck,Rain,Low
RT-01085,Sakarya,Adana,Electric Semi,Snow,Medium
RT-01086,Sakarya,Ankara,Diesel Truck,Normal,Medium
RT-01087,Sakarya,Ankara,Hybrid Van,Normal,Low
RT-01088,Sakarya,Antalya,Diesel Truck,Normal,Low
RT-01089,Sakarya,Antalya,Diesel Truck,Normal,Medium
RT-01090,Sakarya,Antalya,Electric Semi,Normal,High
RT-01091,Sakarya,Antalya,Hybrid Van,Normal,Medium
RT-01092,Sakarya,Antalya,Hybrid Van,Snow,High
RT-01093,Sakarya,Bursa,Diesel Truck,Normal,Low
RT-01094,Sakarya,Bursa,Diesel Truck,Rain,Low
RT-01095,Sakarya,Bursa,Diesel Truck,Rain,Medium
RT-01096,Sakarya,Bursa,Diesel Truck,Storm,High
RT-01097,Sakarya,Bursa,Electric Semi,Normal,Medium
RT-01098,Sakarya,Bursa,Electric Semi,Storm,Medium
RT-01099,Sakarya,Denizli,Diesel Truck,Normal,Low
RT-01100,Sakarya,Denizli,Diesel Truck,Normal,Medium
RT-01101,Sakarya,Denizli,Diesel Truck,Rain,High
RT-01102,Sakarya,Denizli,Diesel Truck,Rain,Low
RT-01103,Sakarya,Denizli,Hybrid Van,Rain,High
RT-01104,Sakarya,Diyarbakir,Diesel Truck,Normal,Medium
RT-01105,Sakarya,Diyarbakir,Diesel Truck,Rain,Medium
RT-01106,Sakarya,Diyarbakir,Diesel Truck,Storm,Medium
RT-01107,Sakarya,Diyarbakir,Hybrid Van,Normal,High
RT-01108,Sakarya,Erzurum,Electric Semi,Normal,High
RT-01109,Sakarya,Eskisehir,Diesel Truck,Normal,Low
RT-01110,Sakarya,Eskisehir,Diesel Truck,Normal,Medium
RT-01111,Sakarya,Eskisehir,Hybrid Van,Rain,High
RT-01112,Sakarya,Gaziantep,Diesel Truck,Rain,Low
RT-01113,Sakarya,Gaziantep,Electric Semi,Normal,Medium
RT-01114,Sakarya,Gaziantep,Electric Semi,Storm,Low
RT-01115,Sakarya,Gaziantep,Hybrid Van,Rain,Medium
RT-01116,Sakarya,Istanbul,Electric Semi,Normal,High
RT-01117,Sakarya,Istanbul,Electric Semi,Rain,Medium
RT-01118,Sakarya,Izmir,Diesel Truck,Normal,Low
RT-01119,Sakarya,Izmir,Diesel Truck,Snow,Medium
RT-01120,Sakarya,Izmir,Hybrid Van,Normal,Medium
RT-01121,Sakarya,Kayseri,Diesel Truck,Normal,Low
RT-01122,Sakarya,Kayseri,Diesel Truck,Normal,Medium
RT-01123,Sakarya,Kayseri,Diesel Truck,Rain,High
RT-01124,Sakarya,Kayseri,Hybrid Van,Normal,High
RT-01125,Sakarya,Kocaeli,Diesel Truck,Normal,Low
RT-01126,Sakarya,Kocaeli,Diesel Truck,Rain,Medium
RT-01127,Sakarya,Kocaeli,Diesel Truck,Snow,Low
RT-01128,Sakarya,Kocaeli,Diesel Truck,Storm,Low
RT-01129,Sakarya,Kocaeli,Electric Semi,Normal,Low
RT-01130,Sakarya,Kocaeli,Hybrid Van,Storm,Low
RT-01131,Sakarya,Konya,Diesel Truck,Normal,High
RT-01132,Sakarya,Konya,Diesel Truck,Normal,Medium
RT-01133,Sakarya,Konya,Hybrid Van,Normal,Low
RT-01134,Sakarya,Konya,Hybrid Van,Normal,Medium
RT-01135,Sakarya,Konya,Hybrid Van,Snow,Medium
RT-01136,Sakarya,Malatya,Diesel Truck,Normal,High
RT-01137,Sakarya,Malatya,Diesel Truck,Normal,Medium
RT-01138,Sakarya,Malatya,Diesel Truck,Storm,Medium
RT-01139,Sakarya,Malatya,Electric Semi,Rain,Medium
RT-01140,Sakarya,Malatya,Hybrid Van,Normal,High
RT-01141,Sakarya,Mersin,Diesel Truck,Normal,Low
RT-01142,Sakarya,Samsun,Diesel Truck,Normal,Medium
RT-01143,Sakarya,Samsun,Electric Semi,Normal,Medium
RT-01144,Sakarya,Samsun,Electric Semi,Storm,Low
RT-01145,Sakarya,Samsun,Hybrid Van,Normal,High
RT-01146,Sakarya,Trabzon,Diesel Truck,Storm,Low
RT-01147,Sakarya,Trabzon,Hybrid Van,Normal,Medium
RT-01148,Sakarya,Van,Diesel Truck,Normal,Low
RT-01149,Sakarya,Van,Diesel Truck,Snow,Medium
RT-01150,Sakarya,Van,Electric Semi,Normal,Medium
RT-01151,Sakarya,Van,Electric Semi,Snow,High
RT-01152,Samsun,Adana,Diesel Truck,Normal,High
RT-01153,Samsun,Adana,Diesel Truck,Snow,Medium
RT-01154,Samsun,Adana,Hybrid Van,Rain,Low
RT-01155,Samsun,Ankara,Diesel Truck,Normal,High
RT-01156,Samsun,Ankara,Diesel Truck,Normal,Low
RT-01157,Samsun,Ankara,Diesel Truck,Normal,Medium
RT-01158,Samsun,Ankara,Hybrid Van,Normal,Low
RT-01159,Samsun,Antalya,Diesel Truck,Normal,High
RT-01160,Samsun,Antalya,Hybrid Van,Normal,Low
RT-01161,Samsun,Antalya,Hybrid Van,Normal,Medium
RT-01162,Samsun,Bursa,Diesel Truck,Normal,High
RT-01163,Samsun,Bursa,Diesel Truck,Normal,Low
RT-01164,Samsun,Bursa,Diesel Truck,Storm,Medium
RT-01165,Samsun,Bursa,Hybrid Van,Rain,Low
RT-01166,Samsun,Denizli,Diesel Truck,Normal,High
RT-01167,Samsun,Denizli,Diesel Truck,Normal,Medium
RT-01168,Samsun,Denizli,Diesel Truck,Snow,Medium
RT-01169,Samsun,Denizli,Electric Semi,Rain,Low
RT-01170,Samsun,Diyarbakir,Diesel Truck,Normal,High
RT-01171,Samsun,Diyarbakir,Diesel Truck,Normal,Low
RT-01172,Samsun,Diyarbakir,Hybrid Van,Normal,High
RT-01173,Samsun,Erzurum,Diesel Truck,Normal,Medium
RT-01174,Samsun,Erzurum,Electric Semi,Normal,Medium
RT-01175,Samsun,Eskisehir,Diesel Truck,Normal,Low
RT-01176,Samsun,Eskisehir,Diesel Truck,Normal,Medium
RT-01177,Samsun,Eskisehir,Electric Semi,Normal,High
RT-01178,Samsun,Eskisehir,Electric Semi,Storm,Low
RT-01179,Samsun,Eskisehir,Hybrid Van,Rain,Low
RT-01180,Samsun,Eskisehir,Hybrid Van,Storm,Low
RT-01181,Samsun,Gaziantep,Diesel Truck,Normal,High
RT-01182,Samsun,Gaziantep,Diesel Truck,Normal,Low
RT-01183,Samsun,Gaziantep,Electric Semi,Rain,High
RT-01184,Samsun,Gaziantep,Electric Semi,Rain,Medium
RT-01185,Samsun,Gaziantep,Hybrid Van,Normal,Medium
RT-01186,Samsun,Istanbul,Diesel Truck,Normal,High
RT-01187,Samsun,Istanbul,Diesel Truck,Normal,Low
RT-01188,Samsun,Istanbul,Hybrid Van,Rain,High
RT-01189,Samsun,Izmir,Diesel Truck,Normal,Low
RT-01190,Samsun,Izmir,Diesel Truck,Normal,Medium
RT-01191,Samsun,Izmir,Electric Semi,Normal,Low
RT-01192,Samsun,Kayseri,Diesel Truck,Normal,High
RT-01193,Samsun,Kayseri,Electric Semi,Normal,Low
RT-01194,Samsun,Kayseri,Hybrid Van,Normal,Medium
RT-01195,Samsun,Kocaeli,Diesel Truck,Rain,Medium
RT-01196,Samsun,Kocaeli,Diesel Truck,Snow,High
RT-01197,Samsun,Kocaeli,Electric Semi,Normal,Low
RT-01198,Samsun,Kocaeli,Electric Semi,Normal,Medium
RT-01199,Samsun,Konya,Diesel Truck,Snow,High
RT-01200,Samsun,Konya,Electric Semi,Rain,High
RT-01201,Samsun,Konya,Electric Semi,Snow,High
RT-01202,Samsun,Konya,Hybrid Van,Normal,High
RT-01203,Samsun,Malatya,Diesel Truck,Rain,Medium
RT-01204,Samsun,Malatya,Diesel Truck,Snow,Medium
RT-01205,Samsun,Malatya,Electric Semi,Normal,Low
RT-01206,Samsun,Mersin,Diesel Truck,Rain,High
RT-01207,Samsun,Mersin,Diesel Truck,Rain,Low
RT-01208,Samsun,Mersin,Diesel Truck,Snow,Medium
RT-01209,Samsun,Mersin,Electric Semi,Normal,High
RT-01210,Samsun,Mersin,Electric Semi,Normal,Low
RT-01211,Samsun,Mersin,Electric Semi,Storm,Medium
RT-01212,Samsun,Mersin,Hybrid Van,Normal,Low
RT-01213,Samsun,Mersin,Hybrid Van,Rain,Medium
RT-01214,Samsun,Sakarya,Diesel Truck,Normal,High
RT-01215,Samsun,Sakarya,Diesel Truck,Normal,Medium
RT-01216,Samsun,Sakarya,Hybrid Van,Normal,High
RT-01217,Samsun,Sakarya,Hybrid Van,Normal,Low
RT-01218,Samsun,Trabzon,Diesel Truck,Normal,Medium
RT-01219,Samsun,Trabzon,Diesel Truck,Rain,High
RT-01220,Samsun,Trabzon,Diesel Truck,Rain,Low
RT-01221,Samsun,Trabzon,Diesel Truck,Snow,Medium
RT-01222,Samsun,Trabzon,Electric Semi,Normal,Medium
RT-01223,Samsun,Trabzon,Electric Semi,Rain,Medium
RT-01224,Samsun,Trabzon,Hybrid Van,Normal,Medium
RT-01225,Samsun,Trabzon,Hybrid Van,Rain,Medium
RT-01226,Samsun,Van,Diesel Truck,Normal,High
RT-01227,Samsun,Van,Diesel Truck,Rain,High
RT-01228,Samsun,Van,Hybrid Van,Normal,Low
RT-01229,Trabzon,Adana,Diesel Truck,Normal,High
RT-01230,Trabzon,Adana,Hybrid Van,Normal,Low
RT-01231,Trabzon,Ankara,Diesel Truck,Normal,Medium
RT-01232,Trabzon,Ankara,Diesel Truck,Rain,Medium
RT-01233,Trabzon,Ankara,Electric Semi,Normal,High
RT-01234,Trabzon,Ankara,Electric Semi,Normal,Low
RT-01235,Trabzon,Ankara,Electric Semi,Snow,High
RT-01236,Trabzon,Ankara,Hybrid Van,Rain,Low
RT-01237,Trabzon,Antalya,Diesel Truck,Normal,Low
RT-01238,Trabzon,Antalya,Diesel Truck,Normal,Medium
RT-01239,Trabzon,Antalya,Diesel Truck,Rain,High
RT-01240,Trabzon,Antalya,Hybrid Van,Normal,Low
RT-01241,Trabzon,Bursa,Diesel Truck,Normal,Medium
RT-01242,Trabzon,Bursa,Diesel Truck,Snow,High
RT-01243,Trabzon,Denizli,Diesel Truck,Normal,Medium
RT-01244,Trabzon,Denizli,Electric Semi,Rain,Low
RT-01245,Trabzon,Denizli,Electric Semi,Rain,Medium
RT-01246,Trabzon,Diyarbakir,Diesel Truck,Normal,Medium
RT-01247,Trabzon,Diyarbakir,Diesel Truck,Rain,High
RT-01248,Trabzon,Diyarbakir,Diesel Truck,Rain,Low
RT-01249,Trabzon,Diyarbakir,Diesel Truck,Storm,Low
RT-01250,Trabzon,Diyarbakir,Hybrid Van,Normal,Medium
RT-01251,Trabzon,Erzurum,Diesel Truck,Normal,Low
RT-01252,Trabzon,Erzurum,Diesel Truck,Normal,Medium
RT-01253,Trabzon,Erzurum,Diesel Truck,Rain,Medium
RT-01254,Trabzon,Erzurum,Hybrid Van,Normal,High
RT-01255,Trabzon,Erzurum,Hybrid Van,Normal,Low
RT-01256,Trabzon,Eskisehir,Electric Semi,Normal,High
RT-01257,Trabzon,Eskisehir,Electric Semi,Rain,High
RT-01258,Trabzon,Gaziantep,Diesel Truck,Normal,High
RT-01259,Trabzon,Gaziantep,Diesel Truck,Normal,Low
RT-01260,Trabzon,Gaziantep,Diesel Truck,Rain,High
RT-01261,Trabzon,Gaziantep,Diesel Truck,Storm,Medium
RT-01262,Trabzon,Gaziantep,Electric Semi,Normal,Medium
RT-01263,Trabzon,Gaziantep,Hybrid Van,Rain,High
RT-01264,Trabzon,Istanbul,Diesel Truck,Normal,Medium
RT-01265,Trabzon,Istanbul,Diesel Truck,Rain,High
RT-01266,Trabzon,Istanbul,Diesel Truck,Rain,Medium
RT-01267,Trabzon,Izmir,Diesel Truck,Normal,High
RT-01268,Trabzon,Izmir,Diesel Truck,Rain,Medium
RT-01269,Trabzon,Izmir,Electric Semi,Normal,High
RT-01270,Trabzon,Kayseri,Diesel Truck,Normal,High
RT-01271,Trabzon,Kayseri,Diesel Truck,Normal,Low
RT-01272,Trabzon,Kayseri,Hybrid Van,Normal,Low
RT-01273,Trabzon,Kayseri,Hybrid Van,Normal,Medium
RT-01274,Trabzon,Kocaeli,Diesel Truck,Normal,High
RT-01275,Trabzon,Kocaeli,Electric Semi,Rain,High
RT-01276,Trabzon,Konya,Diesel Truck,Normal,Low
RT-01277,Trabzon,Konya,Hybrid Van,Snow,Low
RT-01278,Trabzon,Malatya,Diesel Truck,Snow,Medium
RT-01279,Trabzon,Malatya,Electric Semi,Normal,Medium
RT-01280,Trabzon,Malatya,Hybrid Van,Rain,High
RT-01281,Trabzon,Malatya,Hybrid Van,Rain,Low
RT-01282,Trabzon,Mersin,Diesel Truck,Normal,Low
RT-01283,Trabzon,Mersin,Hybrid Van,Normal,Low
RT-01284,Trabzon,Sakarya,Diesel Truck,Normal,Medium
RT-01285,Trabzon,Sakarya,Diesel Truck,Storm,Medium
RT-01286,Trabzon,Samsun,Hybrid Van,Snow,High
RT-01287,Trabzon,Samsun,Hybrid Van,Snow,Low
RT-01288,Trabzon,Van,Diesel Truck,Normal,Medium
RT-01289,Trabzon,Van,Hybrid Van,Storm,Medium
RT-01290,Van,Adana,Diesel Truck,Rain,Low
RT-01291,Van,Adana,Hybrid Van,Normal,Medium
RT-01292,Van,Ankara,Diesel Truck,Rain,Low
RT-01293,Van,Ankara,Diesel Truck,Rain,Medium
RT-01294,Van,Ankara,Diesel Truck,Storm,Medium
RT-01295,Van,Ankara,Hybrid Van,Normal,Medium
RT-01296,Van,Antalya,Diesel Truck,Normal,Medium
RT-01297,Van,Antalya,Diesel Truck,Snow,Low
RT-01298,Van,Antalya,Electric Semi,Snow,Medium
RT-01299,Van,Antalya,Hybrid Van,Normal,High
RT-01300,Van,Bursa,Diesel Truck,Normal,Low
RT-01301,Van,Bursa,Diesel Truck,Rain,Low
RT-01302,Van,Bursa,Diesel Truck,Rain,Medium
RT-01303,Van,Bursa,Electric Semi,Normal,High
RT-01304,Van,Bursa,Electric Semi,Normal,Medium
