Shipment_ID,Date_ID,Vendor_ID,Route_ID,Weight_tons,Distance_km,Actual_Delay_Days,CO2_Emission_kg,Delay_Risk_Probability,Risk_Level
SHP-00529,20251202,VEND-023,RT-0d7f1fc98e,5.18,612.7,0,464.09,0.18,Low Risk
SHP-00530,20251202,VEND-003,RT-98dbbee927,9.79,398.0,0,343.67,0.16,Low Risk
SHP-00531,20251202,VEND-003,RT-12d4b87d6d,4.8,1439.4,0,900.65,0.14,Low Risk
SHP-00532,20251202,VEND-021,RT-a139529f07,17.48,214.3,0,495.81,0.02,Low Risk
SHP-00533,20251202,VEND-003,RT-412aa91e53,6.96,443.6,0,267.17,0.16,Low Risk
SHP-00534,20251202,VEND-002,RT-d518177a97,13.61,1395.9,0,2650.83,0.23,Medium Risk
SHP-00535,20251203,VEND-011,RT-360d7ce5de,20.0,462.0,2,1449.09,0.74,High Risk
SHP-00536,20251203,VEND-024,RT-9d0f1d4ad3,17.1,622.7,0,405.61,0.18,Low Risk
SHP-00537,20251203,VEND-018,RT-25435b3bad,8.16,561.3,3,684.85,0.74,High Risk
SHP-00538,20251203,VEND-003,RT-a9193d7521,8.99,341.7,0,268.35,0.02,Low Risk
SHP-00539,20251204,VEND-021,RT-7aaca32ee6,16.68,626.6,1,1416.38,0.16,Low Risk
SHP-00540,20251204,VEND-022,RT-57c2473ff7,14.19,622.3,0,311.24,0.17,Low Risk
SHP-00541,20251204,VEND-021,RT-3bffb33e16,3.31,602.2,0,204.05,0.25,Medium Risk
SHP-00542,20251204,VEND-023,RT-508e1347b2,21.98,463.8,0,381.59,0.13,Low Risk
SHP-00543,20251204,VEND-006,RT-5624e28b40,13.3,684.8,0,895.53,0.18,Low Risk
SHP-00544,20251204,VEND-025,RT-dbe3b8d2ee,12.36,151.4,0,266.99,0.14,Low Risk
SHP-00545,20251204,VEND-009,RT-6afeb73618,5.76,890.5,1,458.1,0.7,High Risk
SHP-00546,20251205,VEND-021,RT-b55a54987b,10.05,626.6,2,603.73,0.33,Medium Risk
SHP-00547,20251205,VEND-015,RT-7845afc09a,8.99,316.0,0,257.19,0.32,Medium Risk
SHP-00548,20251205,VEND-020,RT-86e287228b,7.5,509.2,0,147.66,0.3,Medium Risk
SHP-00549,20251205,VEND-016,RT-be5e0b48ad,14.62,823.2,4,1117.88,0.72,High Risk
SHP-00550,20251205,VEND-017,RT-2650fdde08,12.09,703.7,0,1228.79,0.33,Medium Risk
SHP-00551,20251205,VEND-016,RT-8d901cb045,22.34,351.0,2,295.32,0.45,Medium Risk
SHP-00552,20251205,VEND-020,RT-ca2a71d64a,23.59,448.4,0,420.71,0.18,Low Risk
SHP-00553,20251205,VEND-019,RT-e87faaf704,6.27,1622.8,0,1442.34,0.17,Low Risk
SHP-00554,20251205,VEND-004,RT-f6f10fbb94,3.4,751.1,0,236.67,0.2,Medium Risk
SHP-00555,20251206,VEND-021,RT-cb688f6a9d,19.85,447.5,0,1252.21,0.18,Low Risk
SHP-00556,20251206,VEND-014,RT-c93ef9370b,24.88,422.9,0,1398.47,0.02,Low Risk
SHP-00557,20251206,VEND-009,RT-fac4e54416,21.73,868.9,0,2662.3,0.47,Medium Risk
SHP-00558,20251206,VEND-013,RT-f242da0ba0,1.57,1148.4,0,162.27,0.55,High Risk
SHP-00559,20251206,VEND-025,RT-f024eb5155,7.03,747.8,0,454.61,0.42,Medium Risk
SHP-00560,20251206,VEND-022,RT-88798c3716,2.04,371.1,0,70.03,0.72,High Risk
SHP-00561,20251206,VEND-021,RT-10c7308a3d,20.7,500.6,0,374.36,0.13,Low Risk
SHP-00562,20251207,VEND-012,RT-e4a8e0a9cd,14.95,416.0,0,235.45,0.18,Low Risk
SHP-00563,20251207,VEND-020,RT-05bee5a9a2,13.33,566.9,0,1055.88,0.05,Low Risk
SHP-00564,20251207,VEND-010,RT-7a1aaaf9d2,14.31,695.4,0,373.48,0.19,Low Risk
SHP-00565,20251207,VEND-018,RT-f5f08d5dae,7.06,866.1,4,539.32,0.74,High Risk
SHP-00566,20251208,VEND-016,RT-f5d85f32e6,15.44,214.0,1,138.01,0.54,High Risk
SHP-00567,20251208,VEND-007,RT-517cfe98df,1.74,299.4,0,52.79,0.19,Low Risk
SHP-00568,20251208,VEND-007,RT-53f633a16a,16.5,1074.8,0,1507.68,0.16,Low Risk
SHP-00569,20251208,VEND-002,RT-6978ba7e01,18.63,1457.3,0,3652.17,0.23,Medium Risk
SHP-00570,20251208,VEND-004,RT-4fca653631,17.15,1252.5,1,2992.84,0.18,Low Risk
SHP-00571,20251208,VEND-011,RT-2a1bb7a0c6,8.97,468.7,0,147.77,0.38,Medium Risk
SHP-00572,20251208,VEND-012,RT-275fd61e77,20.83,1304.6,4,4055.12,0.25,Medium Risk
SHP-00573,20251208,VEND-005,RT-5004612bb8,18.17,602.6,2,1516.05,0.45,Medium Risk
SHP-00574,20251208,VEND-011,RT-eb1993d2d1,4.08,324.4,0,183.26,0.38,Medium Risk
SHP-00575,20251208,VEND-016,RT-b766428347,5.68,645.6,4,548.18,0.74,High Risk
SHP-00576,20251209,VEND-006,RT-fd7beafa2a,16.29,427.4,0,992.8,0.14,Low Risk
SHP-00577,20251209,VEND-009,RT-7eade68dc2,7.95,241.0,0,266.85,0.38,Medium Risk
SHP-00578,20251209,VEND-010,RT-07fd90bd84,3.87,1002.7,1,142.03,0.19,Low Risk
SHP-00579,20251209,VEND-013,RT-f54bf3d695,4.72,233.1,0,97.31,0.16,Low Risk
SHP-00580,20251210,VEND-010,RT-05507714ec,4.97,890.5,1,163.05,0.09,Low Risk
SHP-00581,20251210,VEND-019,RT-c258759ad3,12.47,1092.7,0,566.43,0.19,Low Risk
SHP-00582,20251210,VEND-009,RT-1bdb2db4c4,15.58,286.8,0,162.9,0.34,Medium Risk
SHP-00583,20251210,VEND-011,RT-742d5c8d02,5.23,621.5,0,436.3,0.16,Low Risk
SHP-00584,20251210,VEND-010,RT-0e7b28eabc,18.1,654.1,0,965.56,0.14,Low Risk
SHP-00585,20251210,VEND-005,RT-59ee8d4d07,7.74,518.5,3,345.57,0.55,High Risk
SHP-00586,20251210,VEND-018,RT-3134a7ae3f,8.48,1029.4,2,1303.02,0.74,High Risk
SHP-00587,20251211,VEND-006,RT-759b644c2d,6.36,1042.0,0,576.07,0.06,Low Risk
SHP-00588,20251211,VEND-008,RT-57790cf118,19.84,301.7,0,817.45,0.01,Low Risk
SHP-00589,20251211,VEND-020,RT-eb765eec74,24.04,893.8,0,861.08,0.17,Low Risk
SHP-00590,20251211,VEND-024,RT-cb4717c021,12.82,671.0,0,1240.09,0.15,Low Risk
SHP-00591,20251211,VEND-017,RT-27d4ba3c00,2.01,1069.8,1,80.27,0.29,Medium Risk
SHP-00592,20251211,VEND-023,RT-1f45fbd6cf,7.25,451.7,0,426.62,0.14,Low Risk
SHP-00593,20251211,VEND-022,RT-2208cd9e51,4.79,947.7,1,395.75,0.51,High Risk
SHP-00594,20251211,VEND-013,RT-f5030c2240,21.23,933.1,0,2647.35,0.17,Low Risk
SHP-00595,20251211,VEND-020,RT-15375bfdaf,3.04,753.4,0,313.89,0.25,Medium Risk
SHP-00596,20251212,VEND-009,RT-7405317c38,24.2,224.2,2,796.5,0.19,Low Risk
SHP-00597,20251212,VEND-012,RT-fc94a16c3a,15.12,1053.8,0,639.35,0.16,Low Risk
SHP-00598,20251212,VEND-014,RT-fe53541e63,13.43,652.1,0,1167.81,0.04,Low Risk
SHP-00599,20251212,VEND-025,RT-af76a46827,21.34,1242.0,0,3679.87,0.05,Low Risk
SHP-00600,20251212,VEND-022,RT-23c9fdb9ca,1.66,588.9,3,36.61,0.24,Medium Risk
SHP-00601,20251212,VEND-013,RT-7a2d940053,19.65,606.4,0,470.86,0.17,Low Risk
SHP-00602,20251212,VEND-017,RT-2abd7b5435,3.8,217.0,0,117.98,0.16,Low Risk
SHP-00603,20251212,VEND-006,RT-1c70c9d088,21.18,543.9,0,998.48,0.13,Low Risk
SHP-00604,20251212,VEND-021,RT-ff84c0017c,13.7,816.7,2,1585.02,0.19,Low Risk
SHP-00605,20251213,VEND-014,RT-592c48b70e,2.47,946.1,0,374.61,0.18,Low Risk
SHP-00606,20251213,VEND-014,RT-1856ad45b0,21.0,824.3,0,2485.28,0.17,Low Risk
SHP-00607,20251213,VEND-020,RT-a890e7ab37,1.66,305.6,0,81.43,0.19,Low Risk
SHP-00608,20251213,VEND-016,RT-57822d8765,4.32,1091.6,3,697.03,0.7,High Risk
SHP-00609,20251213,VEND-002,RT-c3fa8809e7,20.15,475.8,0,1382.65,0.45,Medium Risk
SHP-00610,20251213,VEND-008,RT-20f15862e3,12.16,906.5,0,856.65,0.16,Low Risk
SHP-00611,20251214,VEND-005,RT-7ed9bf4ad0,22.15,461.8,1,1401.48,0.4,Medium Risk
SHP-00612,20251214,VEND-019,RT-aff7316e7f,16.25,880.9,3,2267.75,0.18,Low Risk
SHP-00613,20251214,VEND-001,RT-03279728fb,15.96,523.7,0,301.89,0.16,Low Risk
SHP-00614,20251215,VEND-006,RT-7405317c38,8.01,239.8,0,281.96,0.18,Low Risk
SHP-00615,20251215,VEND-015,RT-18f050df64,4.21,444.5,0,251.54,0.17,Low Risk
SHP-00616,20251215,VEND-018,RT-d98a3dfe98,24.07,753.3,0,2538.17,0.29,Medium Risk
SHP-00617,20251216,VEND-013,RT-b45c4f1f2b,3.52,225.6,0,118.59,0.16,Low Risk
SHP-00618,20251216,VEND-022,RT-ed29f1415b,13.7,472.0,1,824.91,0.22,Medium Risk
SHP-00619,20251216,VEND-023,RT-e835c7b2ab,7.54,693.9,0,466.62,0.18,Low Risk
SHP-00620,20251216,VEND-004,RT-755850020b,7.34,751.3,0,216.08,0.18,Low Risk
SHP-00621,20251216,VEND-024,RT-1fbd449262,15.27,604.8,0,854.18,0.24,Medium Risk
SHP-00622,20251216,VEND-016,RT-fb48d04196,20.15,923.7,0,2591.4,0.44,Medium Risk
SHP-00623,20251216,VEND-016,RT-eb062fd30c,19.65,625.3,0,497.61,0.3,Medium Risk
SHP-00624,20251217,VEND-003,RT-3a8e91b74b,21.85,339.3,0,1065.91,0.13,Low Risk
SHP-00625,20251217,VEND-016,RT-b43e9486fe,8.03,298.5,0,340.53,0.7,High Risk
SHP-00626,20251217,VEND-019,RT-18b4340c58,12.18,843.0,0,364.31,0.11,Low Risk
SHP-00627,20251217,VEND-015,RT-bfac99bf00,1.22,608.0,2,115.25,0.38,Medium Risk
SHP-00628,20251217,VEND-003,RT-2eb8287aad,18.92,1239.3,0,3446.23,0.16,Low Risk
SHP-00629,20251218,VEND-014,RT-b8ff020940,8.26,468.7,0,128.03,0.13,Low Risk
SHP-00630,20251218,VEND-024,RT-4d42b2f12e,14.48,702.8,0,387.69,0.16,Low Risk
SHP-00631,20251218,VEND-019,RT-0f85d07e95,5.06,633.3,0,465.8,0.17,Low Risk
SHP-00632,20251218,VEND-004,RT-742d5c8d02,20.67,620.9,0,1651.29,0.01,Low Risk
SHP-00633,20251219,VEND-024,RT-f7b65ab8b3,20.61,1251.8,0,3676.46,0.15,Low Risk
SHP-00634,20251219,VEND-024,RT-e1a20865a4,22.06,828.6,0,1570.09,0.18,Low Risk
SHP-00635,20251219,VEND-005,RT-f2b5371b5e,2.1,569.2,1,160.73,0.63,High Risk
SHP-00636,20251219,VEND-021,RT-a3cd09d394,24.82,539.9,0,1815.48,0.09,Low Risk
SHP-00637,20251219,VEND-011,RT-39f1f80084,6.95,666.8,2,695.17,0.49,Medium Risk
SHP-00638,20251219,VEND-015,RT-c0538180ec,8.43,47.8,0,35.63,0.23,Medium Risk
SHP-00639,20251219,VEND-012,RT-f4782c3e41,6.98,400.6,0,251.32,0.18,Low Risk
SHP-00640,20251219,VEND-020,RT-f66d472b5e,7.42,556.0,0,575.46,0.38,Medium Risk
SHP-00641,20251219,VEND-025,RT-3bc10179a4,14.26,413.4,1,560.27,0.58,High Risk
SHP-00642,20251220,VEND-020,RT-0562542450,6.76,360.9,0,364.29,0.19,Low Risk
SHP-00643,20251220,VEND-024,RT-197b439fca,10.45,585.9,0,593.92,0.18,Low Risk
SHP-00644,20251220,VEND-024,RT-4922c0515d,16.73,162.2,0,403.54,0.19,Low Risk
SHP-00645,20251220,VEND-003,RT-e0ef4e6f4a,21.06,329.2,0,998.08,0.17,Low Risk
SHP-00646,20251220,VEND-007,RT-b451da760c,17.63,379.7,0,918.41,0.16,Low Risk
SHP-00647,20251220,VEND-019,RT-18c19b2784,15.26,768.4,0,995.25,0.17,Low Risk
SHP-00648,20251220,VEND-015,RT-1a71a67d27,4.55,1486.2,3,573.32,0.34,Medium Risk
SHP-00649,20251220,VEND-002,RT-68f8fb84d0,20.59,794.0,1,617.15,0.21,Medium Risk
SHP-00650,20251220,VEND-003,RT-f83ed38553,1.89,807.5,0,59.38,0.15,Low Risk
SHP-00651,20251220,VEND-014,RT-d632929be4,7.34,878.8,0,853.74,0.06,Low Risk
SHP-00652,20251221,VEND-016,RT-fb43d9e9b7,2.37,217.1,0,51.23,0.33,Medium Risk
SHP-00653,20251221,VEND-005,RT-140cbb7888,17.02,555.3,3,1356.17,0.5,High Risk
SHP-00654,20251222,VEND-005,RT-46518364b0,9.84,1584.8,2,2143.53,0.5,High Risk
SHP-00655,20251222,VEND-004,RT-3235e4c6b0,16.65,360.5,0,222.48,0.18,Low Risk
SHP-00656,20251223,VEND-015,RT-e968bceedd,9.33,889.7,3,1243.14,0.44,Medium Risk
SHP-00657,20251223,VEND-001,RT-8d6f99d207,11.94,111.2,0,120.7,0.56,High Risk
SHP-00658,20251223,VEND-015,RT-f7b65ab8b3,11.99,1318.7,2,2239.74,0.19,Low Risk
SHP-00659,20251223,VEND-012,RT-f43fedb524,2.09,1007.4,0,84.24,0.16,Low Risk
SHP-00660,20251223,VEND-012,RT-e32483321b,11.33,659.0,0,254.23,0.07,Low Risk
SHP-00661,20251224,VEND-017,RT-be8be2a504,16.39,403.8,0,955.62,0.69,High Risk
SHP-00662,20251224,VEND-014,RT-93caee1148,14.11,272.8,0,534.8,0.11,Low Risk
SHP-00663,20251224,VEND-019,RT-23323c4fd9,2.81,152.0,0,39.0,0.16,Low Risk
SHP-00664,20251224,VEND-020,RT-c2e8a8623e,17.03,101.4,0,249.87,0.25,Medium Risk
SHP-00665,20251224,VEND-024,RT-12d5ec3851,8.41,384.5,0,431.41,0.08,Low Risk
SHP-00666,20251225,VEND-020,RT-5d3c757e9d,1.35,983.7,1,124.97,0.25,Medium Risk
SHP-00667,20251225,VEND-013,RT-9960532718,4.73,408.5,0,78.25,0.18,Low Risk
SHP-00668,20251226,VEND-013,RT-e3314857ba,12.94,304.8,0,539.67,0.01,Low Risk
SHP-00669,20251226,VEND-006,RT-1243ec0c65,8.45,963.3,0,321.88,0.17,Low Risk
SHP-00670,20251226,VEND-015,RT-57adfa063a,17.67,1363.9,0,3170.76,0.42,Medium Risk
SHP-00671,20251226,VEND-004,RT-bb70c49d2a,6.78,1521.2,2,1508.18,0.45,Medium Risk
SHP-00672,20251226,VEND-024,RT-1077708bdb,19.55,279.6,0,474.31,0.19,Low Risk
SHP-00673,20251227,VEND-022,RT-1d9dcd7880,7.88,450.4,1,317.01,0.49,Medium Risk
SHP-00674,20251227,VEND-003,RT-5eb3655757,15.9,326.4,0,718.86,0.09,Low Risk
SHP-00675,20251227,VEND-020,RT-f471c1e46a,20.18,516.3,0,1365.74,0.1,Low Risk
SHP-00676,20251227,VEND-003,RT-e5753e210a,10.25,400.6,0,354.87,0.16,Low Risk
SHP-00677,20251227,VEND-019,RT-4752f5c6b0,2.12,895.9,0,280.53,0.16,Low Risk
SHP-00678,20251228,VEND-003,RT-cab79f1be4,13.85,362.4,0,199.64,0.19,Low Risk
SHP-00679,20251228,VEND-013,RT-7cc0e3d7af,24.89,678.1,0,2459.63,0.18,Low Risk
SHP-00680,20251228,VEND-017,RT-219bb68aa5,24.26,780.2,5,2757.24,0.33,Medium Risk
SHP-00681,20251228,VEND-019,RT-b3421a7a53,6.3,125.0,0,29.7,0.14,Low Risk
SHP-00682,20251229,VEND-011,RT-35390616af,19.14,612.3,0,1620.23,0.28,Medium Risk
SHP-00683,20251229,VEND-024,RT-909d93b39f,9.28,1372.7,2,1845.16,0.19,Low Risk
SHP-00684,20251229,VEND-020,RT-e86e576859,4.85,678.8,0,474.08,0.19,Low Risk
SHP-00685,20251229,VEND-006,RT-4d21ed2826,16.98,234.7,0,353.77,0.23,Medium Risk
SHP-00686,20251229,VEND-017,RT-e3767b7514,13.02,1217.6,3,2406.76,0.16,Low Risk
SHP-00687,20251230,VEND-019,RT-c5b0b85bd5,13.94,871.5,0,1597.82,0.03,Low Risk
SHP-00688,20251230,VEND-009,RT-bf85025606,20.86,655.7,0,1246.59,0.68,High Risk
SHP-00689,20251230,VEND-019,RT-b21569e990,9.08,896.7,0,1119.84,0.02,Low Risk
SHP-00690,20251230,VEND-023,RT-06226ba97b,17.01,508.1,0,1143.6,0.1,Low Risk
SHP-00691,20251230,VEND-021,RT-37170bfe29,9.79,844.6,1,1143.52,0.05,Low Risk
SHP-00692,20251230,VEND-020,RT-39bc179f04,2.03,421.9,3,74.77,0.07,Low Risk
SHP-00693,20251231,VEND-016,RT-37a0e37fc7,10.07,535.7,0,427.51,0.16,Low Risk
SHP-00694,20260102,VEND-007,RT-800f987ffd,23.8,427.6,0,413.38,0.18,Low Risk
SHP-00695,20260102,VEND-020,RT-c943b4bce7,12.6,1414.4,0,2430.23,0.19,Low Risk
SHP-00696,20260104,VEND-010,RT-f4dfca5d76,3.6,1475.3,0,695.93,0.24,Medium Risk
SHP-00697,20260104,VEND-014,RT-91e664e13d,17.51,952.3,0,2244.1,0.02,Low Risk
SHP-00698,20260104,VEND-008,RT-a47495562a,24.12,1116.5,3,2551.69,0.17,Low Risk
SHP-00699,20260104,VEND-008,RT-58cd2e6e50,22.79,711.7,0,2322.35,0.13,Low Risk
SHP-00700,20260105,VEND-004,RT-cf68cb20eb,14.73,893.0,0,1982.0,0.16,Low Risk
SHP-00701,20260105,VEND-025,RT-b48d893c39,10.03,216.6,0,185.24,0.43,Medium Risk
SHP-00702,20260105,VEND-004,RT-966094e429,14.94,384.2,4,805.93,0.17,Low Risk
SHP-00703,20260105,VEND-003,RT-0f85d07e95,20.58,640.6,0,1849.98,0.17,Low Risk
SHP-00704,20260105,VEND-024,RT-bff586781a,21.67,259.4,0,825.36,0.09,Low Risk
SHP-00705,20260106,VEND-014,RT-5e08cc545f,20.65,1386.5,0,4262.25,0.17,Low Risk
SHP-00706,20260106,VEND-011,RT-1b1a34ae04,11.93,452.7,0,481.77,0.55,High Risk
SHP-00707,20260106,VEND-019,RT-3d60ccd6b6,3.85,408.4,0,219.61,0.15,Low Risk
SHP-00708,20260107,VEND-010,RT-19c0ca5c4f,14.66,322.0,0,385.25,0.38,Medium Risk
SHP-00709,20260107,VEND-004,RT-d6dd2ddec2,4.75,777.4,0,529.53,0.18,Low Risk
SHP-00710,20260108,VEND-019,RT-fd236b72c2,2.46,417.1,0,162.14,0.17,Low Risk
SHP-00711,20260108,VEND-005,RT-3b14f84399,12.97,620.7,2,714.68,0.66,High Risk
SHP-00712,20260109,VEND-014,RT-55555b0eb4,16.73,1139.6,0,666.97,0.17,Low Risk
SHP-00713,20260109,VEND-024,RT-c21956a0a9,21.5,119.3,0,335.64,0.02,Low Risk
SHP-00714,20260109,VEND-024,RT-427d6a173a,19.79,653.5,0,505.5,0.18,Low Risk
SHP-00715,20260109,VEND-010,RT-d0e93b572b,21.57,572.7,2,514.81,0.43,Medium Risk
SHP-00716,20260109,VEND-020,RT-2dc4d2f9e5,19.24,535.0,0,413.39,0.18,Low Risk
SHP-00717,20260110,VEND-016,RT-995ac5a68e,17.88,607.1,1,1560.34,0.35,Medium Risk
SHP-00718,20260111,VEND-012,RT-8d640d3caf,1.24,1190.0,0,213.73,0.14,Low Risk
SHP-00719,20260111,VEND-004,RT-1afc27f37b,16.03,420.3,0,917.99,0.14,Low Risk
SHP-00720,20260111,VEND-010,RT-51e7be784f,3.89,299.1,3,120.84,0.74,High Risk
SHP-00721,20260111,VEND-017,RT-32defdcdc7,2.41,1136.2,1,97.35,0.15,Low Risk
SHP-00722,20260112,VEND-025,RT-5e83b1752f,4.75,1151.3,0,715.25,0.17,Low Risk
SHP-00723,20260113,VEND-001,RT-a490a68601,20.76,428.4,0,1316.07,0.17,Low Risk
SHP-00724,20260113,VEND-018,RT-ccf91d4498,18.85,622.1,2,1572.55,0.45,Medium Risk
SHP-00725,20260114,VEND-022,RT-1257427733,23.77,78.1,0,287.45,0.51,High Risk
SHP-00726,20260114,VEND-024,RT-feb55db59b,24.5,521.7,0,1897.04,0.48,Medium Risk
SHP-00727,20260114,VEND-011,RT-8c128e1dce,22.44,456.0,3,1547.08,0.43,Medium Risk
SHP-00728,20260115,VEND-003,RT-9c8f80a064,4.19,1086.8,0,637.85,0.18,Low Risk
SHP-00729,20260115,VEND-007,RT-016d7db13d,22.08,452.1,0,874.13,0.13,Low Risk
SHP-00730,20260115,VEND-022,RT-24c33c4986,21.13,493.0,2,421.35,0.51,High Risk
SHP-00731,20260115,VEND-022,RT-ca0bb85b50,21.91,463.5,0,1342.87,0.35,Medium Risk
SHP-00732,20260116,VEND-016,RT-76d8f6f36c,4.64,442.8,2,90.66,0.74,High Risk
SHP-00733,20260116,VEND-004,RT-7ff690f4ee,3.8,1592.2,0,824.51,0.16,Low Risk
SHP-00734,20260116,VEND-004,RT-4fc7b194fb,23.17,896.0,0,2863.78,0.16,Low Risk
SHP-00735,20260117,VEND-012,RT-918a233832,5.17,558.7,0,249.19,0.18,Low Risk
SHP-00736,20260117,VEND-015,RT-ccf91d4498,9.85,622.5,0,825.82,0.2,Medium Risk
SHP-00737,20260117,VEND-001,RT-9c4720cb93,11.94,661.4,1,289.92,0.16,Low Risk
SHP-00738,20260118,VEND-018,RT-a7793051a4,3.99,489.2,0,266.64,0.48,Medium Risk
SHP-00739,20260118,VEND-014,RT-9972648b45,1.5,717.7,0,151.38,0.15,Low Risk
SHP-00740,20260118,VEND-001,RT-c96e89e1ce,24.86,310.3,0,1077.92,0.17,Low Risk
SHP-00741,20260118,VEND-003,RT-a94ab38e98,22.04,985.6,0,3007.84,0.15,Low Risk
SHP-00742,20260118,VEND-012,RT-4c8690ff17,22.9,1078.7,0,3601.57,0.1,Low Risk
SHP-00743,20260118,VEND-019,RT-eceace9172,7.83,250.0,0,185.57,0.37,Medium Risk
SHP-00744,20260118,VEND-021,RT-67f05bf906,6.28,923.1,0,837.73,0.19,Low Risk
SHP-00745,20260119,VEND-011,RT-dddd9869ad,11.22,730.4,0,363.89,0.42,Medium Risk
SHP-00746,20260119,VEND-008,RT-cf195a5e99,11.88,274.0,1,468.12,0.19,Low Risk
SHP-00747,20260119,VEND-025,RT-6d57667582,1.13,303.2,0,32.48,0.13,Low Risk
SHP-00748,20260119,VEND-012,RT-b79d63624f,19.7,346.8,0,238.04,0.13,Low Risk
SHP-00749,20260120,VEND-008,RT-9b2391e870,24.92,487.0,2,1833.56,0.17,Low Risk
SHP-00750,20260120,VEND-012,RT-886b1d31d5,13.69,306.6,0,157.68,0.14,Low Risk
SHP-00751,20260120,VEND-001,RT-28ede8e2ad,10.32,539.4,0,235.25,0.34,Medium Risk
SHP-00752,20260121,VEND-008,RT-a51ea51975,10.43,417.1,0,370.55,0.04,Low Risk
SHP-00753,20260122,VEND-013,RT-5662e1947a,3.31,640.9,0,329.04,0.21,Medium Risk
SHP-00754,20260122,VEND-023,RT-9cc96c6211,7.39,286.8,0,197.32,0.05,Low Risk
SHP-00755,20260122,VEND-019,RT-c527391476,13.05,539.9,2,629.7,0.05,Low Risk
SHP-00756,20260123,VEND-020,RT-c0435218d0,11.36,666.5,0,296.46,0.16,Low Risk
SHP-00757,20260123,VEND-014,RT-508e066af2,14.08,924.7,0,1862.56,0.14,Low Risk
SHP-00758,20260123,VEND-003,RT-7cdb604981,21.38,229.2,0,183.97,0.12,Low Risk
SHP-00759,20260123,VEND-010,RT-b35955fde6,6.41,341.8,0,314.77,0.2,Medium Risk
SHP-00760,20260124,VEND-025,RT-d09c5881e8,1.66,432.3,0,70.5,0.25,Medium Risk
SHP-00761,20260125,VEND-002,RT-895240a09a,1.92,524.8,4,99.46,0.83,High Risk
SHP-00762,20260125,VEND-022,RT-d0305358dd,4.22,691.9,0,400.08,0.45,Medium Risk
SHP-00763,20260125,VEND-018,RT-c58dc7efc8,14.69,236.3,0,478.41,0.63,High Risk
SHP-00764,20260126,VEND-008,RT-88c0463bcf,20.4,312.7,2,269.74,0.18,Low Risk
SHP-00765,20260126,VEND-020,RT-2e83ac184f,22.28,931.6,0,855.29,0.12,Low Risk
SHP-00766,20260126,VEND-021,RT-7c457f6b4c,16.24,230.5,0,138.08,0.08,Low Risk
SHP-00767,20260126,VEND-002,RT-eb01e1c30d,10.68,310.0,1,127.05,0.15,Low Risk
SHP-00768,20260126,VEND-003,RT-f23b7e67a8,4.71,1120.8,0,472.05,0.12,Low Risk
SHP-00769,20260126,VEND-017,RT-d030497363,10.63,338.6,0,309.73,0.16,Low Risk
SHP-00770,20260126,VEND-025,RT-a21a47f763,8.98,822.1,2,712.3,0.15,Low Risk
SHP-00771,20260126,VEND-001,RT-90e68f2bc1,21.88,323.3,0,1008.72,0.06,Low Risk
SHP-00772,20260127,VEND-017,RT-ed3e70adcf,12.68,645.2,0,294.35,0.25,Medium Risk
SHP-00773,20260127,VEND-004,RT-a1cca629a5,6.43,117.4,0,76.27,0.23,Medium Risk
SHP-00774,20260127,VEND-017,RT-b546d35acd,7.93,462.5,2,533.44,0.6,High Risk
SHP-00775,20260128,VEND-016,RT-bf6906a844,4.28,582.1,2,386.74,0.72,High Risk
SHP-00776,20260128,VEND-003,RT-4030b8e5e1,23.05,1525.0,0,4880.5,0.11,Low Risk
SHP-00777,20260128,VEND-018,RT-758c374be8,2.21,340.7,4,110.7,0.61,High Risk
SHP-00778,20260129,VEND-023,RT-8d2b6626f3,1.31,525.9,0,65.5,0.18,Low Risk
SHP-00779,20260129,VEND-022,RT-f42f69ad5c,5.39,430.9,2,361.18,0.92,High Risk
SHP-00780,20260129,VEND-001,RT-bd107642ec,20.46,654.1,5,554.77,0.32,Medium Risk
SHP-00781,20260130,VEND-007,RT-ef8db1f969,13.56,460.9,0,859.98,0.21,Medium Risk
SHP-00782,20260130,VEND-007,RT-474b2ef682,16.02,669.3,0,1011.46,0.27,Medium Risk
SHP-00783,20260130,VEND-012,RT-8feaac66a0,9.59,871.1,0,663.45,0.05,Low Risk
SHP-00784,20260130,VEND-004,RT-d71f9c3b01,2.65,511.6,0,114.28,0.14,Low Risk
SHP-00785,20260130,VEND-022,RT-5c3b8616b0,21.55,584.2,2,497.03,0.26,Medium Risk
SHP-00786,20260131,VEND-020,RT-0bf928786d,5.61,379.0,4,340.91,0.51,High Risk
SHP-00787,20260131,VEND-021,RT-7e47fe4458,1.79,739.9,0,113.79,0.18,Low Risk
SHP-00788,20260131,VEND-005,RT-3b8635832b,14.74,1095.6,2,638.78,0.53,High Risk
SHP-00789,20260131,VEND-001,RT-d07c697063,3.0,577.0,0,264.76,0.07,Low Risk
SHP-00790,20260131,VEND-023,RT-6a6d7255a6,3.3,363.2,0,98.82,0.14,Low Risk
SHP-00791,20260201,VEND-008,RT-eb16fe6972,20.21,503.4,0,1432.86,0.09,Low Risk
SHP-00792,20260201,VEND-017,RT-915b41a92d,12.8,578.0,0,283.91,0.15,Low Risk
SHP-00793,20260201,VEND-023,RT-6de847c8fe,6.8,778.1,0,727.72,0.12,Low Risk
SHP-00794,20260202,VEND-001,RT-56316c6bdd,9.37,823.2,0,672.4,0.15,Low Risk
